SN    USVID    CurTime    simTime    CurX    CurY    CurVel      CurYaw   
0  192  2025-06-14 21-42-58  0  16040  -14512  192  2672
1  192  2025-06-14 21-42-58  1.6  16048.3  -14511.9  194.878  2662.31
2  192  2025-06-14 21-42-58  3.2  16056.9  -14511.7  197.704  2652.72
3  192  2025-06-14 21-42-58  4.8  16065.7  -14511.5  200.479  2643.24
4  192  2025-06-14 21-42-58  6.4  16074.8  -14511.1  203.204  2633.87
5  192  2025-06-14 21-42-58  8  16084.2  -14510.6  205.881  2624.6
6  192  2025-06-14 21-42-58  9.6  16093.8  -14510  208.509  2615.43
7  192  2025-06-14 21-42-58  11.2  16103.7  -14509.3  211.09  2606.37
8  192  2025-06-14 21-42-58  12.8  16113.8  -14508.5  213.624  2597.42
9  192  2025-06-14 21-42-58  14.4  16124.2  -14507.5  216.113  2588.57
10  192  2025-06-14 21-42-58  128  16134.8  -14506.4  218.557  2579.82
11  192  2025-06-14 21-42-58  129.6  16145.6  -14505.2  220.957  2571.18
12  192  2025-06-14 21-42-58  131.2  16156.7  -14503.9  223.314  2562.64
13  192  2025-06-14 21-42-58  132.8  16168  -14502.5  225.629  2554.2
14  192  2025-06-14 21-42-58  134.4  16179.4  -14500.9  227.902  2545.87
15  192  2025-06-14 21-42-58  136  16191.1  -14499.2  230.134  2537.64
16  192  2025-06-14 21-42-58  137.6  16203  -14497.3  232.326  2529.51
17  192  2025-06-14 21-42-58  139.2  16215.1  -14495.3  234.478  2521.48
18  192  2025-06-14 21-42-58  140.8  16227.4  -14493.1  236.592  2513.55
19  192  2025-06-14 21-42-58  142.4  16239.8  -14490.9  238.668  2505.73
20  192  2025-06-14 21-42-58  144  16252.5  -14488.4  240.706  2498
21  192  2025-06-14 21-42-58  145.6  16265.3  -14485.9  242.708  2490.38
22  192  2025-06-14 21-42-58  147.2  16278.3  -14483.1  244.674  2482.86
23  192  2025-06-14 21-42-58  148.8  16291.4  -14480.3  246.604  2475.43
24  192  2025-06-14 21-42-58  150.4  16304.7  -14477.3  248.5  2468.11
25  192  2025-06-14 21-42-58  152  16318.2  -14474.1  250.361  2460.89
26  192  2025-06-14 21-42-58  153.6  16331.8  -14470.8  252.189  2453.76
27  192  2025-06-14 21-42-58  155.2  16345.6  -14467.3  253.984  2446.73
28  192  2025-06-14 21-42-58  156.8  16359.5  -14463.7  255.747  2439.8
29  192  2025-06-14 21-42-58  158.4  16373.6  -14460  257.479  2432.97
30  192  2025-06-14 21-42-58  160  16387.8  -14456.1  259.179  2426.24
31  192  2025-06-14 21-42-58  161.6  16402.1  -14452.1  260.848  2419.61
32  192  2025-06-14 21-42-58  163.2  16416.5  -14447.9  262.488  2413.07
33  192  2025-06-14 21-42-58  164.8  16431.1  -14443.5  264.098  2406.63
34  192  2025-06-14 21-42-58  166.4  16445.8  -14439  265.679  2400.28
35  192  2025-06-14 21-42-58  168  16460.6  -14434.4  267.231  2394.03
36  192  2025-06-14 21-42-58  169.6  16475.6  -14429.6  268.756  2387.87
37  192  2025-06-14 21-42-58  171.2  16490.6  -14424.7  270.253  2381.81
38  192  2025-06-14 21-42-58  172.8  16505.7  -14419.6  271.724  2375.85
39  192  2025-06-14 21-42-58  174.4  16521  -14414.4  1393.17  2369.98
40  192  2025-06-14 21-42-58  176  16536.3  -14409  1394.59  2364.2
41  192  2025-06-14 21-42-58  177.6  16551.8  -14403.5  1395.98  2358.52
42  192  2025-06-14 21-42-58  179.2  16567.3  -14397.9  1397.35  2352.93
43  192  2025-06-14 21-42-58  180.8  16583  -14392.1  1398.69  2347.43
44  192  2025-06-14 21-42-58  182.4  16598.7  -14386.2  1400.01  2342.03
45  192  2025-06-14 21-42-58  184  16614.5  -14380.2  1401.3  2336.71
46  192  2025-06-14 21-42-58  185.6  16630.4  -14374  1402.57  2331.49
47  192  2025-06-14 21-42-58  187.2  16646.4  -14367.6  1403.82  2326.36
48  192  2025-06-14 21-42-58  188.8  16662.4  -14361.2  1405.05  2321.32
49  192  2025-06-14 21-42-58  190.4  16678.6  -14354.6  1406.25  2316.37
50  192  2025-06-14 21-42-58  192  16694.8  -14347.9  1407.43  2311.51
51  192  2025-06-14 21-42-58  193.6  16711  -14341  1408.6  2306.74
52  192  2025-06-14 21-42-58  195.2  16727.4  -14334  1409.74  2302.06
53  192  2025-06-14 21-42-58  196.8  16743.8  -14326.9  1410.86  2297.46
54  192  2025-06-14 21-42-58  198.4  16760.3  -14319.7  1411.96  2292.95
55  192  2025-06-14 21-42-58  200  16776.8  -14312.3  1413.04  2288.54
56  192  2025-06-14 21-42-58  201.6  16793.4  -14304.9  1414.1  2284.2
57  192  2025-06-14 21-42-58  203.2  16810.1  -14297.3  1415.14  2279.96
58  192  2025-06-14 21-42-58  204.8  16826.8  -14289.6  1416.16  2275.8
59  192  2025-06-14 21-42-58  206.4  16843.6  -14281.7  1417.17  2271.72
60  192  2025-06-14 21-42-58  208  16860.4  -14273.8  1418.15  2267.73
61  192  2025-06-14 21-42-58  209.6  16877.3  -14265.7  1419.12  2263.83
62  192  2025-06-14 21-42-58  211.2  16894.3  -14257.6  1420.07  2260
63  192  2025-06-14 21-42-58  212.8  16911.2  -14249.3  1421  2256.27
64  192  2025-06-14 21-42-58  214.4  16928.3  -14240.9  1421.92  2252.61
65  192  2025-06-14 21-42-58  216  16945.4  -14232.4  1422.82  2249.04
66  192  2025-06-14 21-42-58  217.6  16962.5  -14223.8  1423.71  2245.55
67  192  2025-06-14 21-42-58  219.2  16979.7  -14215.1  1424.58  2242.13
68  192  2025-06-14 21-42-58  220.8  16996.9  -14206.3  1425.43  2238.81
69  192  2025-06-14 21-42-58  222.4  17014.2  -14197.4  1426.27  2235.56
70  192  2025-06-14 21-42-58  224  17031.5  -14188.4  1427.09  2232.39
71  192  2025-06-14 21-42-58  225.6  17048.8  -14179.3  1427.9  2229.29
72  192  2025-06-14 21-42-58  227.2  17066.2  -14170.1  1428.69  2226.28
73  192  2025-06-14 21-42-58  228.8  17083.7  -14160.8  1429.47  2224.94
74  192  2025-06-14 21-42-58  230.4  17101.2  -14151.5  1430.22  2223.61
75  192  2025-06-14 21-42-58  232  17118.7  -14142.1  1430.96  2222.29
76  192  2025-06-14 21-42-58  233.6  17136.3  -14132.7  1431.68  2221
77  192  2025-06-14 21-42-58  235.2  17154  -14123.2  1432.4  2219.72
78  192  2025-06-14 21-42-58  236.8  17171.7  -14113.7  1433.09  2218.45
79  192  2025-06-14 21-42-58  238.4  17189.4  -14104.1  1433.78  2217.2
80  192  2025-06-14 21-42-58  240  17207.2  -14094.4  1434.45  2215.97
81  192  2025-06-14 21-42-58  241.6  17225  -14084.7  1435.11  2214.75
82  192  2025-06-14 21-42-58  243.2  17242.9  -14074.9  1435.77  2213.55
83  192  2025-06-14 21-42-58  244.8  17260.8  -14065.1  1436.4  2212.36
84  192  2025-06-14 21-42-58  246.4  17278.8  -14055.2  1437.04  2211.19
85  192  2025-06-14 21-42-58  248  17296.8  -14045.3  1437.64  2210.04
86  192  2025-06-14 21-42-58  249.6  17314.9  -14035.3  1438.24  2208.9
87  192  2025-06-14 21-42-58  251.2  17332.9  -2825.28  1438.85  2207.78
88  192  2025-06-14 21-42-58  252.8  17351.1  -2815.2  1439.42  2206.68
89  192  2025-06-14 21-42-58  254.4  17369.2  -2805.07  1440  2205.59
90  192  2025-06-14 21-42-58  256  17387.4  -2794.89  1440.55  2204.51
91  192  2025-06-14 21-42-58  257.6  17405.7  -2784.66  1441.09  2203.46
92  192  2025-06-14 21-42-58  259.2  17424  -2774.38  1441.64  2202.42
93  192  2025-06-14 21-42-58  260.8  17442.3  -2764.06  1442.16  2201.39
94  192  2025-06-14 21-42-58  262.4  17460.6  -2753.7  1442.68  2200.38
95  192  2025-06-14 21-42-58  264  17479  -2743.28  1443.19  2199.39
96  192  2025-06-14 21-42-58  265.6  17497.4  -2732.83  1443.71  2198.41
97  192  2025-06-14 21-42-58  267.2  17515.8  -2722.33  1444.2  2197.45
98  192  2025-06-14 21-42-58  268.8  17534.3  -2711.78  1444.69  2196.5
99  192  2025-06-14 21-42-58  270.4  17552.8  -2701.2  1445.18  2195.57
100  192  2025-06-14 21-42-58  1392  17571.3  -2690.57  1445.64  2194.66
101  192  2025-06-14 21-42-58  1393.6  17589.9  -2679.9  1446.1  2193.76
102  192  2025-06-14 21-42-58  1395.2  17608.5  -2669.19  1446.56  2192.88
103  192  2025-06-14 21-42-58  1396.8  17627.1  -2658.44  1446.99  2192.02
104  192  2025-06-14 21-42-58  1398.4  17645.8  -2647.65  1447.42  2191.17
105  192  2025-06-14 21-42-58  1400  17664.4  -2636.82  1447.86  2190.33
106  192  2025-06-14 21-42-58  1401.6  17683.1  -2625.96  1448.29  2189.52
107  192  2025-06-14 21-42-58  1403.2  17701.9  -2615.06  1448.69  2188.72
108  192  2025-06-14 21-42-58  1404.8  17720.6  -2604.12  1449.09  2187.93
109  192  2025-06-14 21-42-58  1406.4  17739.4  -2593.14  1449.5  2187.16
110  192  2025-06-14 21-42-58  1408  17758.2  -2582.13  1449.9  2186.41
