SN    USVID    CurTime    simTime    AVOID_Dis    OBS_X    OBS_Y    OBS_R     OBS_V      OBS_Yaw   
0  128  2025-06-05 20-36-19  2737.6  2669.57  25232  0  1872  0  0
1  128  2025-06-05 20-36-19  2739.2  2653.44  25232  0  1872  0  0
2  128  2025-06-05 20-36-19  2740.8  2637.3  25232  0  1872  0  0
3  128  2025-06-05 20-36-19  2742.4  2621.15  25232  0  1872  0  0
4  128  2025-06-05 20-36-19  2744  2604.99  25232  0  1872  0  0
5  128  2025-06-05 20-36-19  2745.6  2588.82  25232  0  1872  0  0
6  128  2025-06-05 20-36-19  2747.2  2572.65  25232  0  1872  0  0
7  128  2025-06-05 20-36-19  2748.8  2556.46  25232  0  1872  0  0
8  128  2025-06-05 20-36-19  2750.4  2540.27  25232  0  1872  0  0
9  128  2025-06-05 20-36-19  2752  2524.07  25232  0  1872  0  0
10  128  2025-06-05 20-36-19  2753.6  2507.86  25232  0  1872  0  0
11  128  2025-06-05 20-36-19  2755.2  2491.64  25232  0  1872  0  0
12  128  2025-06-05 20-36-19  2756.8  2475.41  25232  0  1872  0  0
13  128  2025-06-05 20-36-19  2758.4  2459.17  25232  0  1872  0  0
14  128  2025-06-05 20-36-19  2760  2442.93  25232  0  1872  0  0
15  128  2025-06-05 20-36-19  2761.6  2426.68  25232  0  1872  0  0
16  128  2025-06-05 20-36-19  2763.2  2410.41  25232  0  1872  0  0
17  128  2025-06-05 20-36-19  2764.8  2394.14  25232  0  1872  0  0
18  128  2025-06-05 20-36-19  2766.4  2377.86  25232  0  1872  0  0
19  128  2025-06-05 20-36-19  2768  2361.57  25232  0  1872  0  0
20  128  2025-06-05 20-36-19  2769.6  2345.28  25232  0  1872  0  0
21  128  2025-06-05 20-36-19  2771.2  2328.97  25232  0  1872  0  0
22  128  2025-06-05 20-36-19  2772.8  2312.66  25232  0  1872  0  0
23  128  2025-06-05 20-36-19  2774.4  2296.34  25232  0  1872  0  0
24  128  2025-06-05 20-36-19  2776  2280  25232  0  1872  0  0
25  128  2025-06-05 20-36-19  2777.6  2263.66  25232  0  1872  0  0
26  128  2025-06-05 20-36-19  2779.2  2247.32  25232  0  1872  0  0
27  128  2025-06-05 20-36-19  2780.8  2230.96  25232  0  1872  0  0
