SN    USVID    CurTime    simTime    AVOID_Dis    OBS_X    OBS_Y    OBS_R     OBS_V      OBS_Yaw   
0  192  2025-06-05 20-36-17  2534.4  2668.46  25232  0  1872  0  0
1  192  2025-06-05 20-36-17  2536  2654.66  25232  0  1872  0  0
2  192  2025-06-05 20-36-17  2537.6  2640.85  25232  0  1872  0  0
3  192  2025-06-05 20-36-17  2539.2  2627.05  25232  0  1872  0  0
4  192  2025-06-05 20-36-17  2540.8  2613.24  25232  0  1872  0  0
5  192  2025-06-05 20-36-17  2542.4  2599.43  25232  0  1872  0  0
6  192  2025-06-05 20-36-17  2544  2585.61  25232  0  1872  0  0
7  192  2025-06-05 20-36-17  2545.6  2571.8  25232  0  1872  0  0
8  192  2025-06-05 20-36-17  2547.2  2557.98  25232  0  1872  0  0
9  192  2025-06-05 20-36-17  2548.8  2544.16  25232  0  1872  0  0
10  192  2025-06-05 20-36-17  2550.4  2530.33  25232  0  1872  0  0
11  192  2025-06-05 20-36-17  2552  2516.51  25232  0  1872  0  0
12  192  2025-06-05 20-36-17  2553.6  2502.68  25232  0  1872  0  0
13  192  2025-06-05 20-36-17  2555.2  2488.86  25232  0  1872  0  0
14  192  2025-06-05 20-36-17  2556.8  2475.03  25232  0  1872  0  0
15  192  2025-06-05 20-36-17  2558.4  2461.19  25232  0  1872  0  0
16  192  2025-06-05 20-36-17  2560  2447.36  25232  0  1872  0  0
17  192  2025-06-05 20-36-17  2561.6  2433.53  25232  0  1872  0  0
18  192  2025-06-05 20-36-17  2563.2  2419.69  25232  0  1872  0  0
19  192  2025-06-05 20-36-17  2564.8  2405.86  25232  0  1872  0  0
20  192  2025-06-05 20-36-17  2566.4  2392.02  25232  0  1872  0  0
21  192  2025-06-05 20-36-17  2568  2378.19  25232  0  1872  0  0
22  192  2025-06-05 20-36-17  2569.6  2364.35  25232  0  1872  0  0
23  192  2025-06-05 20-36-17  2571.2  2350.51  25232  0  1872  0  0
24  192  2025-06-05 20-36-17  2572.8  2336.68  25232  0  1872  0  0
25  192  2025-06-05 20-36-17  2574.4  2322.84  25232  0  1872  0  0
26  192  2025-06-05 20-36-17  2576  2309.01  25232  0  1872  0  0
27  192  2025-06-05 20-36-17  2577.6  2295.17  25232  0  1872  0  0
28  192  2025-06-05 20-36-17  2579.2  2281.34  25232  0  1872  0  0
29  192  2025-06-05 20-36-17  2580.8  2267.51  25232  0  1872  0  0
30  192  2025-06-05 20-36-17  2582.4  2253.68  25232  0  1872  0  0
31  192  2025-06-05 20-36-17  2584  2239.86  25232  0  1872  0  0
32  192  2025-06-05 20-36-17  2585.6  2226.03  25232  0  1872  0  0
33  192  2025-06-05 20-36-17  2587.2  2212.21  25232  0  1872  0  0
34  192  2025-06-05 20-36-17  2588.8  2198.39  25232  0  1872  0  0
35  192  2025-06-05 20-36-17  2590.4  2184.58  25232  0  1872  0  0
36  192  2025-06-05 20-36-17  2592  2170.77  25232  0  1872  0  0
37  192  2025-06-05 20-36-17  2593.6  2156.96  25232  0  1872  0  0
38  192  2025-06-05 20-36-17  2595.2  2143.16  25232  0  1872  0  0
39  192  2025-06-05 20-36-17  2596.8  2129.36  25232  0  1872  0  0
40  192  2025-06-05 20-36-17  2598.4  2115.57  25232  0  1872  0  0
41  192  2025-06-05 20-36-17  2600  2101.79  25232  0  1872  0  0
42  192  2025-06-05 20-36-17  2601.6  2088.01  25232  0  1872  0  0
43  192  2025-06-05 20-36-17  2603.2  2074.25  25232  0  1872  0  0
44  192  2025-06-05 20-36-17  2604.8  2060.49  25232  0  1872  0  0
45  192  2025-06-05 20-36-17  2606.4  2046.74  25232  0  1872  0  0
46  192  2025-06-05 20-36-17  2608  2033  25232  0  1872  0  0
47  192  2025-06-05 20-36-17  2609.6  2019.27  25232  0  1872  0  0
48  192  2025-06-05 20-36-17  2611.2  2005.55  25232  0  1872  0  0
49  192  2025-06-05 20-36-17  2612.8  1991.84  25232  0  1872  0  0
50  192  2025-06-05 20-36-17  2614.4  1978.15  25232  0  1872  0  0
51  192  2025-06-05 20-36-17  2616  1964.48  25232  0  1872  0  0
52  192  2025-06-05 20-36-17  2617.6  1950.82  25232  0  1872  0  0
53  192  2025-06-05 20-36-17  2619.2  1937.17  25232  0  1872  0  0
54  192  2025-06-05 20-36-17  2620.8  1923.55  25232  0  1872  0  0
55  192  2025-06-05 20-36-17  2622.4  1909.94  25232  0  1872  0  0
56  192  2025-06-05 20-36-17  2624  1896.36  25232  0  1872  0  0
57  192  2025-06-05 20-36-17  2625.6  1882.8  25232  0  1872  0  0
58  192  2025-06-05 20-36-17  2627.2  1869.27  25232  0  1872  0  0
59  192  2025-06-05 20-36-17  2628.8  1855.77  25232  0  1872  0  0
