SN    USVID    CurTime    simTime    CurX    CurY    CurVel      CurYaw   
0  144  2025-06-10 20-56-22  0  2440  14512  192  2672
1  144  2025-06-10 20-56-22  1.6  2448.01  14512.1  192.086  2656
2  144  2025-06-10 20-56-22  3.2  2456.02  14512.4  192.173  2640
3  144  2025-06-10 20-56-22  4.8  2464.03  14512.8  192.259  2624
4  144  2025-06-10 20-56-22  6.4  2472.05  14513.4  192.345  2608
5  144  2025-06-10 20-56-22  8  2480.06  14514.1  192.432  2592
6  144  2025-06-10 20-56-22  9.6  2488.07  14514.9  192.518  2576
7  144  2025-06-10 20-56-22  11.2  2496.07  14515.9  192.604  2560
8  144  2025-06-10 20-56-22  12.8  2504.06  14517  192.691  2544
9  144  2025-06-10 20-56-22  14.4  2512.04  14518.3  192.777  2528
10  144  2025-06-10 20-56-22  128  2520  14519.7  192.863  2512
11  144  2025-06-10 20-56-22  129.6  2527.95  14521.3  192.95  2496
12  144  2025-06-10 20-56-22  131.2  2535.88  14522.9  193.036  2480
13  144  2025-06-10 20-56-22  132.8  2543.8  14524.7  193.122  2472.73
14  144  2025-06-10 20-56-22  134.4  2551.73  14526.4  193.209  2472.73
15  144  2025-06-10 20-56-22  136  2559.66  14528.2  193.295  2472.74
16  144  2025-06-10 20-56-22  137.6  2567.61  14530  193.381  2472.75
17  144  2025-06-10 20-56-22  139.2  2575.57  14531.7  193.468  2472.76
18  144  2025-06-10 20-56-22  140.8  2583.53  14533.5  193.554  2472.77
19  144  2025-06-10 20-56-22  142.4  2591.5  14535.2  193.64  2472.78
20  144  2025-06-10 20-56-22  144  2599.48  14537  193.727  2472.79
21  144  2025-06-10 20-56-22  145.6  2607.47  14538.8  193.813  2472.79
22  144  2025-06-10 20-56-22  147.2  2615.47  14540.5  193.899  2472.8
23  144  2025-06-10 20-56-22  148.8  2623.47  14542.3  193.986  2472.81
24  144  2025-06-10 20-56-22  150.4  2631.49  14544.1  194.072  2472.82
25  144  2025-06-10 20-56-22  152  2639.51  14545.8  194.158  2472.83
