SN    USVID    CurTime    simTime    CurX    CurY    CurVel      CurYaw   
0  192  2025-06-14 22-23-37  0  16040  -14512  192  2672
1  192  2025-06-14 22-23-37  1.6  16048.3  -14511.9  194.878  2662.31
2  192  2025-06-14 22-23-37  3.2  16056.9  -14511.7  197.704  2652.72
3  192  2025-06-14 22-23-37  4.8  16065.7  -14511.5  200.479  2643.24
4  192  2025-06-14 22-23-37  6.4  16074.8  -14511.1  203.204  2633.87
5  192  2025-06-14 22-23-37  8  16084.2  -14510.6  205.881  2624.6
6  192  2025-06-14 22-23-37  9.6  16093.8  -14510  208.509  2615.43
7  192  2025-06-14 22-23-37  11.2  16103.7  -14509.3  211.09  2606.37
8  192  2025-06-14 22-23-37  12.8  16113.8  -14508.5  213.624  2597.42
9  192  2025-06-14 22-23-37  14.4  16124.2  -14507.5  216.113  2588.57
10  192  2025-06-14 22-23-37  128  16134.8  -14506.4  218.557  2579.82
11  192  2025-06-14 22-23-37  129.6  16145.6  -14505.2  220.957  2571.18
12  192  2025-06-14 22-23-37  131.2  16156.7  -14503.9  223.314  2562.64
13  192  2025-06-14 22-23-37  132.8  16168  -14502.5  225.629  2554.2
14  192  2025-06-14 22-23-37  134.4  16179.4  -14500.9  227.902  2545.87
15  192  2025-06-14 22-23-37  136  16191.1  -14499.2  230.134  2537.64
16  192  2025-06-14 22-23-37  137.6  16203  -14497.3  232.326  2529.51
17  192  2025-06-14 22-23-37  139.2  16215.1  -14495.3  234.478  2521.48
18  192  2025-06-14 22-23-37  140.8  16227.4  -14493.1  236.592  2513.55
19  192  2025-06-14 22-23-37  142.4  16239.8  -14490.9  238.668  2505.73
20  192  2025-06-14 22-23-37  144  16252.5  -14488.4  240.706  2498
21  192  2025-06-14 22-23-37  145.6  16265.3  -14485.9  242.708  2490.38
22  192  2025-06-14 22-23-37  147.2  16278.3  -14483.1  244.674  2482.86
23  192  2025-06-14 22-23-37  148.8  16291.4  -14480.3  246.604  2475.43
24  192  2025-06-14 22-23-37  150.4  16304.7  -14477.3  248.5  2468.11
25  192  2025-06-14 22-23-37  152  16318.2  -14474.1  250.361  2460.89
26  192  2025-06-14 22-23-37  153.6  16331.8  -14470.8  252.189  2453.76
27  192  2025-06-14 22-23-37  155.2  16345.6  -14467.3  253.984  2446.73
28  192  2025-06-14 22-23-37  156.8  16359.5  -14463.7  255.747  2439.8
29  192  2025-06-14 22-23-37  158.4  16373.6  -14460  257.479  2432.97
30  192  2025-06-14 22-23-37  160  16387.8  -14456.1  259.179  2426.24
31  192  2025-06-14 22-23-37  161.6  16402.1  -14452.1  260.848  2419.61
32  192  2025-06-14 22-23-37  163.2  16416.5  -14447.9  262.488  2413.07
33  192  2025-06-14 22-23-37  164.8  16431.1  -14443.5  264.098  2406.63
34  192  2025-06-14 22-23-37  166.4  16445.8  -14439  265.679  2400.28
35  192  2025-06-14 22-23-37  168  16460.6  -14434.4  267.231  2394.03
36  192  2025-06-14 22-23-37  169.6  16475.6  -14429.6  268.756  2387.87
37  192  2025-06-14 22-23-37  171.2  16490.6  -14424.7  270.253  2381.81
38  192  2025-06-14 22-23-37  172.8  16505.7  -14419.6  271.724  2375.85
39  192  2025-06-14 22-23-37  174.4  16521  -14414.4  1393.17  2369.98
40  192  2025-06-14 22-23-37  176  16536.3  -14409  1394.59  2364.2
41  192  2025-06-14 22-23-37  177.6  16551.8  -14403.5  1395.98  2358.52
42  192  2025-06-14 22-23-37  179.2  16567.3  -14397.9  1397.35  2352.93
43  192  2025-06-14 22-23-37  180.8  16583  -14392.1  1398.69  2347.43
44  192  2025-06-14 22-23-37  182.4  16598.7  -14386.2  1400.01  2342.03
45  192  2025-06-14 22-23-37  184  16614.5  -14380.2  1401.3  2336.71
46  192  2025-06-14 22-23-37  185.6  16630.4  -14374  1402.57  2331.49
47  192  2025-06-14 22-23-37  187.2  16646.4  -14367.6  1403.82  2326.36
48  192  2025-06-14 22-23-37  188.8  16662.4  -14361.2  1405.05  2321.32
49  192  2025-06-14 22-23-37  190.4  16678.6  -14354.6  1406.25  2316.37
50  192  2025-06-14 22-23-37  192  16694.8  -14347.9  1407.43  2311.51
51  192  2025-06-14 22-23-37  193.6  16711  -14341  1408.6  2306.74
52  192  2025-06-14 22-23-37  195.2  16727.4  -14334  1409.74  2302.06
53  192  2025-06-14 22-23-37  196.8  16743.8  -14326.9  1410.86  2297.46
54  192  2025-06-14 22-23-37  198.4  16760.3  -14319.7  1411.96  2292.95
55  192  2025-06-14 22-23-37  200  16776.8  -14312.3  1413.04  2288.54
56  192  2025-06-14 22-23-37  201.6  16793.4  -14304.9  1414.1  2284.2
57  192  2025-06-14 22-23-37  203.2  16810.1  -14297.3  1415.14  2279.96
58  192  2025-06-14 22-23-37  204.8  16826.8  -14289.6  1416.16  2275.8
59  192  2025-06-14 22-23-37  206.4  16843.6  -14281.7  1417.17  2271.72
60  192  2025-06-14 22-23-37  208  16860.4  -14273.8  1418.15  2267.73
61  192  2025-06-14 22-23-37  209.6  16877.3  -14265.8  1418.99  2266.45
62  192  2025-06-14 22-23-37  211.2  16894.3  -14257.7  1419.82  2265.18
63  192  2025-06-14 22-23-37  212.8  16911.3  -14249.6  1420.66  2263.93
64  192  2025-06-14 22-23-37  214.4  16928.4  -14241.4  1421.49  2262.69
65  192  2025-06-14 22-23-37  216  16945.6  -14233.2  1422.32  2261.47
66  192  2025-06-14 22-23-37  217.6  16962.8  -14224.9  1423.16  2260.27
67  192  2025-06-14 22-23-37  219.2  16980.1  -14216.5  1423.99  2259.08
68  192  2025-06-14 22-23-37  220.8  16997.4  -14208.1  1424.83  2257.91
69  192  2025-06-14 22-23-37  222.4  17014.8  -14199.6  1425.66  2256.75
70  192  2025-06-14 22-23-37  224  17032.3  -14191.1  1426.47  2255.61
71  192  2025-06-14 22-23-37  225.6  17049.8  -14182.5  1427.27  2254.49
72  192  2025-06-14 22-23-37  227.2  17067.4  -14173.8  1428.05  2253.38
73  192  2025-06-14 22-23-37  228.8  17085.1  -14165.1  1428.83  2252.29
74  192  2025-06-14 22-23-37  230.4  17102.8  -14156.4  1429.58  2251.21
75  192  2025-06-14 22-23-37  232  17120.6  -14147.6  1430.32  2250.15
76  192  2025-06-14 22-23-37  233.6  17138.4  -14138.7  1431.07  2249.11
77  192  2025-06-14 22-23-37  235.2  17156.3  -14129.8  1431.79  2248.08
78  192  2025-06-14 22-23-37  236.8  17174.2  -14120.8  1432.51  2247.07
79  192  2025-06-14 22-23-37  238.4  17192.2  -14111.8  1433.2  2246.07
80  192  2025-06-14 22-23-37  240  17210.2  -14102.8  1433.89  2245.09
81  192  2025-06-14 22-23-37  241.6  17228.3  -14093.7  1434.55  2244.13
82  192  2025-06-14 22-23-37  243.2  17246.5  -14084.5  1435.22  2243.18
83  192  2025-06-14 22-23-37  244.8  17264.7  -14075.3  1435.85  2242.25
84  192  2025-06-14 22-23-37  246.4  17282.9  -14066  1436.48  2241.33
85  192  2025-06-14 22-23-37  248  17301.2  -14056.7  1437.12  2240.43
86  192  2025-06-14 22-23-37  249.6  17319.5  -14047.4  1437.72  2239.55
87  192  2025-06-14 22-23-37  251.2  17337.9  -14038  1438.32  2238.68
88  192  2025-06-14 22-23-37  252.8  17356.3  -2828.54  1438.93  2237.83
89  192  2025-06-14 22-23-37  254.4  17374.7  -2819.06  1439.5  2236.99
90  192  2025-06-14 22-23-37  256  17393.2  -2809.53  1440.08  2236.17
91  192  2025-06-14 22-23-37  257.6  17411.8  -2799.97  1440.63  2235.37
92  192  2025-06-14 22-23-37  259.2  17430.4  -2790.36  1441.17  2234.58
93  192  2025-06-14 22-23-37  260.8  17449  -2780.72  1441.72  2233.81
94  192  2025-06-14 22-23-37  262.4  17467.6  -2771.03  1442.24  2233.05
95  192  2025-06-14 22-23-37  264  17486.3  -2761.3  1442.76  2232.31
96  192  2025-06-14 22-23-37  265.6  17505.1  -2751.54  1443.27  2231.58
97  192  2025-06-14 22-23-37  267.2  17523.8  -2741.74  1443.76  2230.88
98  192  2025-06-14 22-23-37  268.8  17542.7  -2731.9  1444.25  2230.18
99  192  2025-06-14 22-23-37  270.4  17561.5  -2722.03  1444.74  2229.51
100  192  2025-06-14 22-23-37  1392  17580.4  -2712.11  1445.23  2228.85
101  192  2025-06-14 22-23-37  1393.6  17599.3  -2702.17  1445.69  2228.2
102  192  2025-06-14 22-23-37  1395.2  17618.2  -2692.19  1446.15  2227.58
103  192  2025-06-14 22-23-37  1396.8  17637.2  -2682.18  1446.61  2226.96
104  192  2025-06-14 22-23-37  1398.4  17656.2  -2672.13  1447.04  2226.37
