SN    USVID    CurTime    simTime    CurX    CurY    CurVel      CurYaw   
0  128  2025-06-14 14-49-01  0  8  4.89843e-16  192  2672
1  128  2025-06-14 14-49-01  1.6  128.288  9.97306e-16  194.878  2672
2  128  2025-06-14 14-49-01  3.2  136.858  1.52207e-15  197.704  2672
3  128  2025-06-14 14-49-01  4.8  145.706  2.06383e-15  200.479  2672
4  128  2025-06-14 14-49-01  6.4  154.826  2.62228e-15  203.204  2672
5  128  2025-06-14 14-49-01  8  164.215  3.19711e-15  205.881  2672
6  128  2025-06-14 14-49-01  9.6  173.865  3.78804e-15  208.509  2672
7  128  2025-06-14 14-49-01  11.2  183.774  4.39477e-15  211.09  2672
8  128  2025-06-14 14-49-01  12.8  193.937  5.01702e-15  213.624  2672
9  128  2025-06-14 14-49-01  14.4  204.348  5.6545e-15  216.113  2672
10  128  2025-06-14 14-49-01  128  215.004  6.30695e-15  218.557  2672
11  128  2025-06-14 14-49-01  129.6  225.899  6.9741e-15  220.957  2672
12  128  2025-06-14 14-49-01  131.2  237.031  7.65568e-15  223.314  2672
13  128  2025-06-14 14-49-01  132.8  248.394  8.35143e-15  225.629  2672
14  128  2025-06-14 14-49-01  134.4  259.984  9.0611e-15  227.902  2672
15  128  2025-06-14 14-49-01  136  271.797  9.78444e-15  230.134  2672
16  128  2025-06-14 14-49-01  137.6  1403.83  1.05212e-14  232.326  2672
17  128  2025-06-14 14-49-01  139.2  1416.08  1.12711e-14  234.478  2672
18  128  2025-06-14 14-49-01  140.8  1428.54  1.2034e-14  236.592  2672
19  128  2025-06-14 14-49-01  142.4  1441.2  1.28096e-14  238.668  2672
20  128  2025-06-14 14-49-01  144  1454.07  1.35977e-14  240.706  2672
21  128  2025-06-14 14-49-01  145.6  1466.93  1.43849e-14  240.562  2672
22  128  2025-06-14 14-49-01  147.2  1479.77  1.51712e-14  240.418  2672
23  128  2025-06-14 14-49-01  148.8  1492.6  1.59566e-14  240.274  2672
24  128  2025-06-14 14-49-01  150.4  1505.41  1.67411e-14  240.13  2672
25  128  2025-06-14 14-49-01  152  1518.21  1.75248e-14  239.987  2672
26  128  2025-06-14 14-49-01  153.6  1531.21  1.83208e-14  242.001  2672
27  128  2025-06-14 14-49-01  155.2  1544.2  1.91159e-14  241.857  2672
28  128  2025-06-14 14-49-01  156.8  1557.17  1.99102e-14  241.713  2672
29  128  2025-06-14 14-49-01  158.4  1570.13  2.07035e-14  241.57  2672
30  128  2025-06-14 14-49-01  160  1583.07  2.1496e-14  241.426  2672
31  128  2025-06-14 14-49-01  161.6  1596  2.22876e-14  241.282  2672
32  128  2025-06-14 14-49-01  163.2  1608.91  2.30783e-14  241.138  2672
33  128  2025-06-14 14-49-01  164.8  1621.81  2.38682e-14  240.994  2672
34  128  2025-06-14 14-49-01  166.4  1634.69  2.46571e-14  240.85  2672
35  128  2025-06-14 14-49-01  168  1647.57  2.54452e-14  240.706  2672
36  128  2025-06-14 14-49-01  169.6  1660.64  2.62455e-14  242.708  2672
37  128  2025-06-14 14-49-01  171.2  1673.69  2.7045e-14  242.564  2672
38  128  2025-06-14 14-49-01  172.8  1686.73  2.78435e-14  242.42  2672
39  128  2025-06-14 14-49-01  174.4  1699.76  2.86412e-14  242.276  2672
40  128  2025-06-14 14-49-01  176  1712.78  2.9438e-14  242.132  2672
41  128  2025-06-14 14-49-01  177.6  1725.77  3.02339e-14  241.989  2672
42  128  2025-06-14 14-49-01  179.2  1738.76  3.1029e-14  241.845  2672
43  128  2025-06-14 14-49-01  180.8  1751.73  3.18231e-14  241.701  2672
44  128  2025-06-14 14-49-01  182.4  1764.68  3.26164e-14  241.557  2672
45  128  2025-06-14 14-49-01  184  1777.84  3.34219e-14  243.543  2672
46  128  2025-06-14 14-49-01  185.6  1790.98  3.42264e-14  243.399  2672
47  128  2025-06-14 14-49-01  187.2  1804.1  3.50301e-14  243.256  2672
48  128  2025-06-14 14-49-01  188.8  1817.22  3.58329e-14  243.112  2672
49  128  2025-06-14 14-49-01  190.4  1830.31  3.66348e-14  242.968  2672
50  128  2025-06-14 14-49-01  192  1843.39  3.74359e-14  242.824  2672
51  128  2025-06-14 14-49-01  193.6  1856.46  3.8236e-14  242.68  2672
52  128  2025-06-14 14-49-01  195.2  1869.52  3.90353e-14  242.536  2672
53  128  2025-06-14 14-49-01  196.8  1882.77  3.98466e-14  244.505  2672
54  128  2025-06-14 14-49-01  198.4  1896  4.06571e-14  244.361  2672
55  128  2025-06-14 14-49-01  200  1909.22  4.14667e-14  244.217  2672
56  128  2025-06-14 14-49-01  201.6  1922.43  4.22754e-14  244.073  2672
57  128  2025-06-14 14-49-01  203.2  1935.62  4.30832e-14  243.929  2672
