SN    USVID    CurTime    simTime    AVOID_Dis    OBS_X    OBS_Y    OBS_R     OBS_V      OBS_Yaw   
33  224  2025-06-05 20-36-16  2505.6  2471  25232  0  1872  0  0
34  224  2025-06-05 20-36-16  2507.2  2465.25  25232  0  1872  0  0
35  224  2025-06-05 20-36-16  2508.8  2459.5  25232  0  1872  0  0
36  224  2025-06-05 20-36-16  2510.4  2453.78  25232  0  1872  0  0
37  224  2025-06-05 20-36-16  2512  2448.07  25232  0  1872  0  0
38  224  2025-06-05 20-36-16  2513.6  2442.38  25232  0  1872  0  0
39  224  2025-06-05 20-36-16  2515.2  2436.71  25232  0  1872  0  0
40  224  2025-06-05 20-36-16  2516.8  2431.06  25232  0  1872  0  0
41  224  2025-06-05 20-36-16  2518.4  2425.42  25232  0  1872  0  0
42  224  2025-06-05 20-36-16  2520  2419.81  25232  0  1872  0  0
43  224  2025-06-05 20-36-16  2521.6  2414.22  25232  0  1872  0  0
44  224  2025-06-05 20-36-16  2523.2  2408.64  25232  0  1872  0  0
45  224  2025-06-05 20-36-16  2524.8  2403.09  25232  0  1872  0  0
46  224  2025-06-05 20-36-16  2526.4  2397.56  25232  0  1872  0  0
47  224  2025-06-05 20-36-16  2528  2392.04  25232  0  1872  0  0
48  224  2025-06-05 20-36-16  2529.6  2386.56  25232  0  1872  0  0
49  224  2025-06-05 20-36-16  2531.2  2381.09  25232  0  1872  0  0
50  224  2025-06-05 20-36-16  2532.8  2375.64  25232  0  1872  0  0
51  224  2025-06-05 20-36-16  2534.4  2370.22  25232  0  1872  0  0
52  224  2025-06-05 20-36-16  2536  2364.82  25232  0  1872  0  0
53  224  2025-06-05 20-36-16  2537.6  2359.45  25232  0  1872  0  0
54  224  2025-06-05 20-36-16  2539.2  2354.1  25232  0  1872  0  0
55  224  2025-06-05 20-36-16  2540.8  2348.78  25232  0  1872  0  0
56  224  2025-06-05 20-36-16  2542.4  2343.48  25232  0  1872  0  0
57  224  2025-06-05 20-36-16  2544  2338.2  25232  0  1872  0  0
58  224  2025-06-05 20-36-16  2545.6  2332.96  25232  0  1872  0  0
59  224  2025-06-05 20-36-16  2547.2  2327.74  25232  0  1872  0  0
60  224  2025-06-05 20-36-16  2548.8  2322.54  25232  0  1872  0  0
61  224  2025-06-05 20-36-16  2550.4  2317.38  25232  0  1872  0  0
62  224  2025-06-05 20-36-16  2552  2312.24  25232  0  1872  0  0
63  224  2025-06-05 20-36-16  2553.6  2307.13  25232  0  1872  0  0
64  224  2025-06-05 20-36-16  2555.2  2302.06  25232  0  1872  0  0
65  224  2025-06-05 20-36-16  2556.8  2297.01  25232  0  1872  0  0
66  224  2025-06-05 20-36-16  2558.4  2291.99  25232  0  1872  0  0
67  224  2025-06-05 20-36-16  2560  2287  25232  0  1872  0  0
68  224  2025-06-05 20-36-16  2561.6  2282.05  25232  0  1872  0  0
69  224  2025-06-05 20-36-16  2563.2  2277.12  25232  0  1872  0  0
70  224  2025-06-05 20-36-16  2564.8  2272.23  25232  0  1872  0  0
71  224  2025-06-05 20-36-16  2566.4  2267.38  25232  0  1872  0  0
72  224  2025-06-05 20-36-16  2568  2262.55  25232  0  1872  0  0
73  224  2025-06-05 20-36-16  2569.6  2257.77  25232  0  1872  0  0
74  224  2025-06-05 20-36-16  2571.2  2253.01  25232  0  1872  0  0
75  224  2025-06-05 20-36-16  2572.8  2248.29  25232  0  1872  0  0
76  224  2025-06-05 20-36-16  2574.4  2243.61  25232  0  1872  0  0
77  224  2025-06-05 20-36-16  2576  2238.97  25232  0  1872  0  0
78  224  2025-06-05 20-36-16  2577.6  2234.36  25232  0  1872  0  0
79  224  2025-06-05 20-36-16  2579.2  2229.79  25232  0  1872  0  0
80  224  2025-06-05 20-36-16  2580.8  2225.26  25232  0  1872  0  0
81  224  2025-06-05 20-36-16  2582.4  2220.77  25232  0  1872  0  0
82  224  2025-06-05 20-36-16  2584  2216.32  25232  0  1872  0  0
83  224  2025-06-05 20-36-16  2585.6  2211.92  25232  0  1872  0  0
84  224  2025-06-05 20-36-16  2587.2  2207.55  25232  0  1872  0  0
85  224  2025-06-05 20-36-16  2588.8  2203.22  25232  0  1872  0  0
86  224  2025-06-05 20-36-16  2590.4  2198.94  25232  0  1872  0  0
87  224  2025-06-05 20-36-16  2592  2194.71  25232  0  1872  0  0
88  224  2025-06-05 20-36-16  2593.6  2190.51  25232  0  1872  0  0
89  224  2025-06-05 20-36-16  2595.2  2186.36  25232  0  1872  0  0
90  224  2025-06-05 20-36-16  2596.8  2182.26  25232  0  1872  0  0
91  224  2025-06-05 20-36-16  2598.4  2178.21  25232  0  1872  0  0
92  224  2025-06-05 20-36-16  2600  2174.2  25232  0  1872  0  0
93  224  2025-06-05 20-36-16  2601.6  2170.24  25232  0  1872  0  0
94  224  2025-06-05 20-36-16  2603.2  2166.32  25232  0  1872  0  0
95  224  2025-06-05 20-36-16  2604.8  2162.46  25232  0  1872  0  0
96  224  2025-06-05 20-36-16  2606.4  2158.65  25232  0  1872  0  0
97  224  2025-06-05 20-36-16  2608  2154.89  25232  0  1872  0  0
98  224  2025-06-05 20-36-16  2609.6  2151.18  25232  0  1872  0  0
99  224  2025-06-05 20-36-16  2611.2  2147.52  25232  0  1872  0  0
100  224  2025-06-05 20-36-16  2612.8  2143.92  25232  0  1872  0  0
101  224  2025-06-05 20-36-16  2614.4  2140.37  25232  0  1872  0  0
102  224  2025-06-05 20-36-16  2616  2136.88  25232  0  1872  0  0
103  224  2025-06-05 20-36-16  2617.6  2133.44  25232  0  1872  0  0
104  224  2025-06-05 20-36-16  2619.2  2130.06  25232  0  1872  0  0
105  224  2025-06-05 20-36-16  2620.8  2126.73  25232  0  1872  0  0
106  224  2025-06-05 20-36-16  2622.4  2123.47  25232  0  1872  0  0
107  224  2025-06-05 20-36-16  2624  2120.26  25232  0  1872  0  0
108  224  2025-06-05 20-36-16  2625.6  2117.11  25232  0  1872  0  0
109  224  2025-06-05 20-36-16  2627.2  2114.02  25232  0  1872  0  0
110  224  2025-06-05 20-36-16  2628.8  2110.99  25232  0  1872  0  0
111  224  2025-06-05 20-36-16  2630.4  2108.03  25232  0  1872  0  0
112  224  2025-06-05 20-36-16  2632  2105.13  25232  0  1872  0  0
113  224  2025-06-05 20-36-16  2633.6  2102.29  25232  0  1872  0  0
114  224  2025-06-05 20-36-16  2635.2  2099.51  25232  0  1872  0  0
115  224  2025-06-05 20-36-16  2636.8  2096.8  25232  0  1872  0  0
116  224  2025-06-05 20-36-16  2638.4  2094.16  25232  0  1872  0  0
117  224  2025-06-05 20-36-16  2640  2091.58  25232  0  1872  0  0
118  224  2025-06-05 20-36-16  2641.6  2089.07  25232  0  1872  0  0
119  224  2025-06-05 20-36-16  2643.2  2086.62  25232  0  1872  0  0
120  224  2025-06-05 20-36-16  2644.8  2084.25  25232  0  1872  0  0
121  224  2025-06-05 20-36-16  2646.4  2081.95  25232  0  1872  0  0
122  224  2025-06-05 20-36-16  2648  2079.71  25232  0  1872  0  0
123  224  2025-06-05 20-36-16  2649.6  2077.55  25232  0  1872  0  0
124  224  2025-06-05 20-36-16  2651.2  2075.45  25232  0  1872  0  0
125  224  2025-06-05 20-36-16  2652.8  2073.43  25232  0  1872  0  0
126  224  2025-06-05 20-36-16  2654.4  2071.48  25232  0  1872  0  0
127  224  2025-06-05 20-36-16  2656  2069.61  25232  0  1872  0  0
128  224  2025-06-05 20-36-16  2657.6  2067.81  25232  0  1872  0  0
129  224  2025-06-05 20-36-16  2659.2  2066.08  25232  0  1872  0  0
130  224  2025-06-05 20-36-16  2660.8  2064.43  25232  0  1872  0  0
131  224  2025-06-05 20-36-16  2662.4  2062.86  25232  0  1872  0  0
132  224  2025-06-05 20-36-16  2664  2061.36  25232  0  1872  0  0
133  224  2025-06-05 20-36-16  2665.6  2059.94  25232  0  1872  0  0
134  224  2025-06-05 20-36-16  2667.2  2058.59  25232  0  1872  0  0
135  224  2025-06-05 20-36-16  2668.8  2057.33  25232  0  1872  0  0
136  224  2025-06-05 20-36-16  2670.4  2056.14  25232  0  1872  0  0
137  224  2025-06-05 20-36-16  2672  2055.03  25232  0  1872  0  0
138  224  2025-06-05 20-36-16  2673.6  2054  25232  0  1872  0  0
139  224  2025-06-05 20-36-16  2675.2  2053.05  25232  0  1872  0  0
140  224  2025-06-05 20-36-16  2676.8  2052.19  25232  0  1872  0  0
141  224  2025-06-05 20-36-16  2678.4  2051.4  25232  0  1872  0  0
142  224  2025-06-05 20-36-16  2680  2050.69  25232  0  1872  0  0
143  224  2025-06-05 20-36-16  2681.6  2050.07  25232  0  1872  0  0
144  224  2025-06-05 20-36-16  2683.2  2049.52  25232  0  1872  0  0
145  224  2025-06-05 20-36-16  2684.8  2049.06  25232  0  1872  0  0
146  224  2025-06-05 20-36-16  2686.4  2048.68  25232  0  1872  0  0
147  224  2025-06-05 20-36-16  2688  2048.39  25232  0  1872  0  0
148  224  2025-06-05 20-36-16  2689.6  2048.18  25232  0  1872  0  0
149  224  2025-06-05 20-36-16  2691.2  2048.05  25232  0  1872  0  0
150  224  2025-06-05 20-36-16  2692.8  2048  25232  0  1872  0  0
151  224  2025-06-05 20-36-16  2694.4  2048.04  25232  0  1872  0  0
152  224  2025-06-05 20-36-16  2696  2048.16  25232  0  1872  0  0
153  224  2025-06-05 20-36-16  2697.6  2048.36  25232  0  1872  0  0
154  224  2025-06-05 20-36-16  2699.2  2048.65  25232  0  1872  0  0
155  224  2025-06-05 20-36-16  2700.8  2049.02  25232  0  1872  0  0
156  224  2025-06-05 20-36-16  2702.4  2049.48  25232  0  1872  0  0
157  224  2025-06-05 20-36-16  2704  2050.02  25232  0  1872  0  0
158  224  2025-06-05 20-36-16  2705.6  2050.64  25232  0  1872  0  0
159  224  2025-06-05 20-36-16  2707.2  2051.35  25232  0  1872  0  0
160  224  2025-06-05 20-36-16  2708.8  2052.14  25232  0  1872  0  0
161  224  2025-06-05 20-36-16  2710.4  2053.02  25232  0  1872  0  0
162  224  2025-06-05 20-36-16  2712  2053.97  25232  0  1872  0  0
163  224  2025-06-05 20-36-16  2713.6  2055.02  25232  0  1872  0  0
164  224  2025-06-05 20-36-16  2715.2  2056.14  25232  0  1872  0  0
165  224  2025-06-05 20-36-16  2716.8  2057.35  25232  0  1872  0  0
166  224  2025-06-05 20-36-16  2718.4  2058.64  25232  0  1872  0  0
167  224  2025-06-05 20-36-16  2720  2060.01  25232  0  1872  0  0
168  224  2025-06-05 20-36-16  2721.6  2061.47  25232  0  1872  0  0
169  224  2025-06-05 20-36-16  2723.2  2063.01  25232  0  1872  0  0
170  224  2025-06-05 20-36-16  2724.8  2064.63  25232  0  1872  0  0
171  224  2025-06-05 20-36-16  2726.4  2066.33  25232  0  1872  0  0
172  224  2025-06-05 20-36-16  2728  2068.11  25232  0  1872  0  0
173  224  2025-06-05 20-36-16  2729.6  2069.97  25232  0  1872  0  0
174  224  2025-06-05 20-36-16  2731.2  2071.91  25232  0  1872  0  0
175  224  2025-06-05 20-36-16  2732.8  2073.94  25232  0  1872  0  0
176  224  2025-06-05 20-36-16  2734.4  2076.04  25232  0  1872  0  0
177  224  2025-06-05 20-36-16  2736  2078.22  25232  0  1872  0  0
178  224  2025-06-05 20-36-16  2737.6  2080.48  25232  0  1872  0  0
179  224  2025-06-05 20-36-16  2739.2  2082.81  25232  0  1872  0  0
180  224  2025-06-05 20-36-16  2740.8  2085.23  25232  0  1872  0  0
181  224  2025-06-05 20-36-16  2742.4  2087.72  25232  0  1872  0  0
182  224  2025-06-05 20-36-16  2744  2090.28  25232  0  1872  0  0
183  224  2025-06-05 20-36-16  2745.6  2092.93  25232  0  1872  0  0
184  224  2025-06-05 20-36-16  2747.2  2095.64  25232  0  1872  0  0
185  224  2025-06-05 20-36-16  2748.8  2098.44  25232  0  1872  0  0
186  224  2025-06-05 20-36-16  2750.4  2101.3  25232  0  1872  0  0
187  224  2025-06-05 20-36-16  2752  2104.24  25232  0  1872  0  0
188  224  2025-06-05 20-36-16  2753.6  2107.26  25232  0  1872  0  0
189  224  2025-06-05 20-36-16  2755.2  2110.34  25232  0  1872  0  0
190  224  2025-06-05 20-36-16  2756.8  2113.5  25232  0  1872  0  0
191  224  2025-06-05 20-36-16  2758.4  2116.73  25232  0  1872  0  0
192  224  2025-06-05 20-36-16  2760  2120.03  25232  0  1872  0  0
193  224  2025-06-05 20-36-16  2761.6  2123.4  25232  0  1872  0  0
194  224  2025-06-05 20-36-16  2763.2  2126.83  25232  0  1872  0  0
195  224  2025-06-05 20-36-16  2764.8  2130.34  25232  0  1872  0  0
196  224  2025-06-05 20-36-16  2766.4  2133.91  25232  0  1872  0  0
197  224  2025-06-05 20-36-16  2768  2137.55  25232  0  1872  0  0
198  224  2025-06-05 20-36-16  2769.6  2141.26  25232  0  1872  0  0
199  224  2025-06-05 20-36-16  2771.2  2145.03  25232  0  1872  0  0
200  224  2025-06-05 20-36-16  2772.8  2148.87  25232  0  1872  0  0
201  224  2025-06-05 20-36-16  2774.4  2152.77  25232  0  1872  0  0
202  224  2025-06-05 20-36-16  2776  2156.73  25232  0  1872  0  0
203  224  2025-06-05 20-36-16  2777.6  2160.76  25232  0  1872  0  0
204  224  2025-06-05 20-36-16  2779.2  2164.85  25232  0  1872  0  0
205  224  2025-06-05 20-36-16  2780.8  2169  25232  0  1872  0  0
206  224  2025-06-05 20-36-16  2782.4  2173.21  25232  0  1872  0  0
207  224  2025-06-05 20-36-16  2784  2177.49  25232  0  1872  0  0
208  224  2025-06-05 20-36-16  2785.6  2181.82  25232  0  1872  0  0
209  224  2025-06-05 20-36-16  2787.2  2186.21  25232  0  1872  0  0
210  224  2025-06-05 20-36-16  2788.8  2190.66  25232  0  1872  0  0
211  224  2025-06-05 20-36-16  2790.4  2195.16  25232  0  1872  0  0
212  224  2025-06-05 20-36-16  2792  2199.72  25232  0  1872  0  0
213  224  2025-06-05 20-36-16  2793.6  2204.34  25232  0  1872  0  0
214  224  2025-06-05 20-36-16  2795.2  2209.02  25232  0  1872  0  0
215  224  2025-06-05 20-36-16  2796.8  2213.74  25232  0  1872  0  0
216  224  2025-06-05 20-36-16  2798.4  2218.53  25232  0  1872  0  0
217  224  2025-06-05 20-36-16  2800  2223.36  25232  0  1872  0  0
218  224  2025-06-05 20-36-16  2801.6  2228.25  25232  0  1872  0  0
219  224  2025-06-05 20-36-16  2803.2  2233.19  25232  0  1872  0  0
220  224  2025-06-05 20-36-16  2804.8  2238.18  25232  0  1872  0  0
221  224  2025-06-05 20-36-16  2806.4  2243.22  25232  0  1872  0  0
222  224  2025-06-05 20-36-16  2808  2248.32  25232  0  1872  0  0
223  224  2025-06-05 20-36-16  2809.6  2253.46  25232  0  1872  0  0
224  224  2025-06-05 20-36-16  2811.2  2258.65  25232  0  1872  0  0
225  224  2025-06-05 20-36-16  2812.8  2263.89  25232  0  1872  0  0
226  224  2025-06-05 20-36-16  2814.4  2269.17  25232  0  1872  0  0
227  224  2025-06-05 20-36-16  2816  2274.5  25232  0  1872  0  0
228  224  2025-06-05 20-36-16  2817.6  2279.88  25232  0  1872  0  0
229  224  2025-06-05 20-36-16  2819.2  2285.31  25232  0  1872  0  0
230  224  2025-06-05 20-36-16  2820.8  2290.78  25232  0  1872  0  0
231  224  2025-06-05 20-36-16  2822.4  2296.29  25232  0  1872  0  0
232  224  2025-06-05 20-36-16  2824  2301.85  25232  0  1872  0  0
233  224  2025-06-05 20-36-16  2825.6  2307.45  25232  0  1872  0  0
234  224  2025-06-05 20-36-16  2827.2  2313.09  25232  0  1872  0  0
235  224  2025-06-05 20-36-16  2828.8  2318.78  25232  0  1872  0  0
236  224  2025-06-05 20-36-16  2830.4  2324.51  25232  0  1872  0  0
237  224  2025-06-05 20-36-16  14032  2330.28  25232  0  1872  0  0
238  224  2025-06-05 20-36-16  14033.6  2336.09  25232  0  1872  0  0
239  224  2025-06-05 20-36-16  14035.2  2341.93  25232  0  1872  0  0
240  224  2025-06-05 20-36-16  14036.8  2347.82  25232  0  1872  0  0
241  224  2025-06-05 20-36-16  14038.4  2353.75  25232  0  1872  0  0
242  224  2025-06-05 20-36-16  14040  2359.72  25232  0  1872  0  0
243  224  2025-06-05 20-36-16  14041.6  2365.72  25232  0  1872  0  0
244  224  2025-06-05 20-36-16  14043.2  2371.76  25232  0  1872  0  0
245  224  2025-06-05 20-36-16  14044.8  2377.84  25232  0  1872  0  0
246  224  2025-06-05 20-36-16  14046.4  2383.95  25232  0  1872  0  0
247  224  2025-06-05 20-36-16  14048  2390.11  25232  0  1872  0  0
248  224  2025-06-05 20-36-16  14049.6  2396.29  25232  0  1872  0  0
249  224  2025-06-05 20-36-16  14051.2  2402.51  25232  0  1872  0  0
250  224  2025-06-05 20-36-16  14052.8  2408.77  25232  0  1872  0  0
251  224  2025-06-05 20-36-16  14054.4  2415.06  25232  0  1872  0  0
252  224  2025-06-05 20-36-16  14056  2421.38  25232  0  1872  0  0
253  224  2025-06-05 20-36-16  14057.6  2427.74  25232  0  1872  0  0
254  224  2025-06-05 20-36-16  14059.2  2434.13  25232  0  1872  0  0
255  224  2025-06-05 20-36-16  14060.8  2440.55  25232  0  1872  0  0
256  224  2025-06-05 20-36-16  14062.4  2447  25232  0  1872  0  0
257  224  2025-06-05 20-36-16  14064  2453.48  25232  0  1872  0  0
258  224  2025-06-05 20-36-16  14065.6  2460  25232  0  1872  0  0
259  224  2025-06-05 20-36-16  14067.2  2466.55  25232  0  1872  0  0
260  224  2025-06-05 20-36-16  14068.8  2473.12  25232  0  1872  0  0
261  224  2025-06-05 20-36-16  14070.4  2479.73  25232  0  1872  0  0
262  224  2025-06-05 20-36-16  14072  2486.37  25232  0  1872  0  0
263  224  2025-06-05 20-36-16  14073.6  2493.03  25232  0  1872  0  0
264  224  2025-06-05 20-36-16  14075.2  2499.72  25232  0  1872  0  0
265  224  2025-06-05 20-36-16  14076.8  2506.45  25232  0  1872  0  0
266  224  2025-06-05 20-36-16  14078.4  2513.2  25232  0  1872  0  0
267  224  2025-06-05 20-36-16  14080  2519.97  25232  0  1872  0  0
268  224  2025-06-05 20-36-16  14081.6  2526.78  25232  0  1872  0  0
269  224  2025-06-05 20-36-16  14083.2  2533.61  25232  0  1872  0  0
270  224  2025-06-05 20-36-16  14084.8  2540.47  25232  0  1872  0  0
271  224  2025-06-05 20-36-16  14086.4  2547.35  25232  0  1872  0  0
272  224  2025-06-05 20-36-16  14088  2554.26  25232  0  1872  0  0
273  224  2025-06-05 20-36-16  14089.6  2561.2  25232  0  1872  0  0
274  224  2025-06-05 20-36-16  14091.2  2568.16  25232  0  1872  0  0
275  224  2025-06-05 20-36-16  14092.8  2575.15  25232  0  1872  0  0
276  224  2025-06-05 20-36-16  14094.4  2582.16  25232  0  1872  0  0
277  224  2025-06-05 20-36-16  14096  2589.19  25232  0  1872  0  0
278  224  2025-06-05 20-36-16  14097.6  2596.25  25232  0  1872  0  0
279  224  2025-06-05 20-36-16  14099.2  2603.34  25232  0  1872  0  0
280  224  2025-06-05 20-36-16  14100.8  2610.44  25232  0  1872  0  0
281  224  2025-06-05 20-36-16  14102.4  2617.57  25232  0  1872  0  0
282  224  2025-06-05 20-36-16  14104  2624.73  25232  0  1872  0  0
283  224  2025-06-05 20-36-16  14105.6  2631.9  25232  0  1872  0  0
284  224  2025-06-05 20-36-16  14107.2  2639.1  25232  0  1872  0  0
285  224  2025-06-05 20-36-16  14108.8  2646.32  25232  0  1872  0  0
286  224  2025-06-05 20-36-16  14110.4  2653.56  25232  0  1872  0  0
287  224  2025-06-05 20-36-16  14112  2660.82  25232  0  1872  0  0
288  224  2025-06-05 20-36-16  14113.6  2668.11  25232  0  1872  0  0
289  224  2025-06-05 20-36-16  14235.2  2665.76  140432  0  1872  0  0
290  224  2025-06-05 20-36-16  14236.8  2657.39  140432  0  1872  0  0
291  224  2025-06-05 20-36-16  14238.4  2649.03  140432  0  1872  0  0
292  224  2025-06-05 20-36-16  14240  2640.67  140432  0  1872  0  0
293  224  2025-06-05 20-36-16  14241.6  2632.32  140432  0  1872  0  0
294  224  2025-06-05 20-36-16  14243.2  2623.98  140432  0  1872  0  0
295  224  2025-06-05 20-36-16  14244.8  2615.65  140432  0  1872  0  0
296  224  2025-06-05 20-36-16  14246.4  2607.32  140432  0  1872  0  0
297  224  2025-06-05 20-36-16  14248  2599  140432  0  1872  0  0
298  224  2025-06-05 20-36-16  14249.6  2590.68  140432  0  1872  0  0
299  224  2025-06-05 20-36-16  14251.2  2582.38  140432  0  1872  0  0
300  224  2025-06-05 20-36-16  14252.8  2574.08  140432  0  1872  0  0
301  224  2025-06-05 20-36-16  14254.4  2565.79  140432  0  1872  0  0
302  224  2025-06-05 20-36-16  14256  2557.51  140432  0  1872  0  0
303  224  2025-06-05 20-36-16  14257.6  2549.24  140432  0  1872  0  0
304  224  2025-06-05 20-36-16  14259.2  2540.98  140432  0  1872  0  0
305  224  2025-06-05 20-36-16  14260.8  2532.72  140432  0  1872  0  0
306  224  2025-06-05 20-36-16  14262.4  2524.48  140432  0  1872  0  0
307  224  2025-06-05 20-36-16  14264  2516.24  140432  0  1872  0  0
308  224  2025-06-05 20-36-16  14265.6  2508.02  140432  0  1872  0  0
309  224  2025-06-05 20-36-16  14267.2  2499.8  140432  0  1872  0  0
310  224  2025-06-05 20-36-16  14268.8  2491.6  140432  0  1872  0  0
311  224  2025-06-05 20-36-16  14270.4  2483.41  140432  0  1872  0  0
312  224  2025-06-05 20-36-16  14272  2475.23  140432  0  1872  0  0
313  224  2025-06-05 20-36-16  14273.6  2467.05  140432  0  1872  0  0
314  224  2025-06-05 20-36-16  14275.2  2458.9  140432  0  1872  0  0
315  224  2025-06-05 20-36-16  14276.8  2450.75  140432  0  1872  0  0
316  224  2025-06-05 20-36-16  14278.4  2442.62  140432  0  1872  0  0
317  224  2025-06-05 20-36-16  14280  2434.5  140432  0  1872  0  0
318  224  2025-06-05 20-36-16  14281.6  2426.39  140432  0  1872  0  0
319  224  2025-06-05 20-36-16  14283.2  2418.29  140432  0  1872  0  0
320  224  2025-06-05 20-36-16  14284.8  2410.21  140432  0  1872  0  0
321  224  2025-06-05 20-36-16  14286.4  2402.15  140432  0  1872  0  0
322  224  2025-06-05 20-36-16  14288  2394.09  140432  0  1872  0  0
323  224  2025-06-05 20-36-16  14289.6  2386.06  140432  0  1872  0  0
324  224  2025-06-05 20-36-16  14291.2  2378.04  140432  0  1872  0  0
325  224  2025-06-05 20-36-16  14292.8  2370.03  140432  0  1872  0  0
326  224  2025-06-05 20-36-16  14294.4  2362.04  140432  0  1872  0  0
327  224  2025-06-05 20-36-16  14296  2354.07  140432  0  1872  0  0
328  224  2025-06-05 20-36-16  14297.6  2346.12  140432  0  1872  0  0
329  224  2025-06-05 20-36-16  14299.2  2338.18  140432  0  1872  0  0
330  224  2025-06-05 20-36-16  14300.8  2330.26  140432  0  1872  0  0
331  224  2025-06-05 20-36-16  14302.4  2322.36  140432  0  1872  0  0
332  224  2025-06-05 20-36-16  14304  2314.48  140432  0  1872  0  0
333  224  2025-06-05 20-36-16  14305.6  2306.62  140432  0  1872  0  0
334  224  2025-06-05 20-36-16  14307.2  2298.78  140432  0  1872  0  0
335  224  2025-06-05 20-36-16  14308.8  2290.96  140432  0  1872  0  0
336  224  2025-06-05 20-36-16  14310.4  2283.16  140432  0  1872  0  0
337  224  2025-06-05 20-36-16  14312  2275.38  140432  0  1872  0  0
338  224  2025-06-05 20-36-16  14313.6  2267.63  140432  0  1872  0  0
339  224  2025-06-05 20-36-16  14315.2  2259.9  140432  0  1872  0  0
340  224  2025-06-05 20-36-16  14316.8  2252.19  140432  0  1872  0  0
341  224  2025-06-05 20-36-16  14318.4  2244.5  140432  0  1872  0  0
342  224  2025-06-05 20-36-16  14320  2236.85  140432  0  1872  0  0
343  224  2025-06-05 20-36-16  14321.6  2229.21  140432  0  1872  0  0
344  224  2025-06-05 20-36-16  14323.2  2221.61  140432  0  1872  0  0
345  224  2025-06-05 20-36-16  14324.8  2214.03  140432  0  1872  0  0
346  224  2025-06-05 20-36-16  14326.4  2206.48  140432  0  1872  0  0
347  224  2025-06-05 20-36-16  14328  2198.96  140432  0  1872  0  0
348  224  2025-06-05 20-36-16  14329.6  2191.46  140432  0  1872  0  0
349  224  2025-06-05 20-36-16  14331.2  2184  140432  0  1872  0  0
350  224  2025-06-05 20-36-16  14332.8  2176.57  140432  0  1872  0  0
351  224  2025-06-05 20-36-16  14334.4  2169.17  140432  0  1872  0  0
352  224  2025-06-05 20-36-16  14336  2161.81  140432  0  1872  0  0
353  224  2025-06-05 20-36-16  14337.6  2154.47  140432  0  1872  0  0
354  224  2025-06-05 20-36-16  14339.2  2147.17  140432  0  1872  0  0
355  224  2025-06-05 20-36-16  14340.8  2139.91  140432  0  1872  0  0
356  224  2025-06-05 20-36-16  14342.4  2132.69  140432  0  1872  0  0
357  224  2025-06-05 20-36-16  14344  2125.5  140432  0  1872  0  0
358  224  2025-06-05 20-36-16  14345.6  2118.35  140432  0  1872  0  0
359  224  2025-06-05 20-36-16  14347.2  2111.24  140432  0  1872  0  0
