SN    USVID    CurTime    simTime    AVOID_Dis    OBS_X    OBS_Y    OBS_R     OBS_V      OBS_Yaw   
0  144  2025-06-05 20-36-18  2601.6  2671  25232  0  1872  0  0
1  144  2025-06-05 20-36-18  2603.2  2665.56  25232  0  1872  0  0
2  144  2025-06-05 20-36-18  2604.8  2660.21  25232  0  1872  0  0
3  144  2025-06-05 20-36-18  2606.4  2654.97  25232  0  1872  0  0
4  144  2025-06-05 20-36-18  2608  2649.84  25232  0  1872  0  0
5  144  2025-06-05 20-36-18  2609.6  2644.81  25232  0  1872  0  0
6  144  2025-06-05 20-36-18  2611.2  2639.89  25232  0  1872  0  0
7  144  2025-06-05 20-36-18  2612.8  2635.08  25232  0  1872  0  0
8  144  2025-06-05 20-36-18  2614.4  2630.38  25232  0  1872  0  0
9  144  2025-06-05 20-36-18  2616  2625.8  25232  0  1872  0  0
10  144  2025-06-05 20-36-18  2617.6  2621.32  25232  0  1872  0  0
11  144  2025-06-05 20-36-18  2619.2  2616.96  25232  0  1872  0  0
12  144  2025-06-05 20-36-18  2620.8  2612.71  25232  0  1872  0  0
13  144  2025-06-05 20-36-18  2622.4  2608.57  25232  0  1872  0  0
14  144  2025-06-05 20-36-18  2624  2604.56  25232  0  1872  0  0
15  144  2025-06-05 20-36-18  2625.6  2600.66  25232  0  1872  0  0
16  144  2025-06-05 20-36-18  2627.2  2596.87  25232  0  1872  0  0
17  144  2025-06-05 20-36-18  2628.8  2593.21  25232  0  1872  0  0
18  144  2025-06-05 20-36-18  2630.4  2589.67  25232  0  1872  0  0
19  144  2025-06-05 20-36-18  2632  2586.25  25232  0  1872  0  0
20  144  2025-06-05 20-36-18  2633.6  2582.95  25232  0  1872  0  0
21  144  2025-06-05 20-36-18  2635.2  2579.78  25232  0  1872  0  0
22  144  2025-06-05 20-36-18  2636.8  2576.72  25232  0  1872  0  0
23  144  2025-06-05 20-36-18  2638.4  2573.8  25232  0  1872  0  0
24  144  2025-06-05 20-36-18  2640  2571  25232  0  1872  0  0
25  144  2025-06-05 20-36-18  2641.6  2568.32  25232  0  1872  0  0
26  144  2025-06-05 20-36-18  2643.2  2565.77  25232  0  1872  0  0
27  144  2025-06-05 20-36-18  2644.8  2563.35  25232  0  1872  0  0
28  144  2025-06-05 20-36-18  2646.4  2561.06  25232  0  1872  0  0
29  144  2025-06-05 20-36-18  2648  2558.9  25232  0  1872  0  0
30  144  2025-06-05 20-36-18  2649.6  2556.87  25232  0  1872  0  0
31  144  2025-06-05 20-36-18  2651.2  2554.97  25232  0  1872  0  0
32  144  2025-06-05 20-36-18  2652.8  2553.2  25232  0  1872  0  0
33  144  2025-06-05 20-36-18  2654.4  2551.56  25232  0  1872  0  0
34  144  2025-06-05 20-36-18  2656  2550.05  25232  0  1872  0  0
35  144  2025-06-05 20-36-18  2657.6  2548.67  25232  0  1872  0  0
36  144  2025-06-05 20-36-18  2659.2  2547.43  25232  0  1872  0  0
37  144  2025-06-05 20-36-18  2660.8  2546.32  25232  0  1872  0  0
38  144  2025-06-05 20-36-18  2662.4  2545.34  25232  0  1872  0  0
39  144  2025-06-05 20-36-18  2664  2544.5  25232  0  1872  0  0
40  144  2025-06-05 20-36-18  2665.6  2543.79  25232  0  1872  0  0
41  144  2025-06-05 20-36-18  2667.2  2543.21  25232  0  1872  0  0
42  144  2025-06-05 20-36-18  2668.8  2542.77  25232  0  1872  0  0
43  144  2025-06-05 20-36-18  2670.4  2542.47  25232  0  1872  0  0
44  144  2025-06-05 20-36-18  2672  2542.29  25232  0  1872  0  0
45  144  2025-06-05 20-36-18  2673.6  2542.26  25232  0  1872  0  0
46  144  2025-06-05 20-36-18  2675.2  2542.35  25232  0  1872  0  0
47  144  2025-06-05 20-36-18  2676.8  2542.58  25232  0  1872  0  0
48  144  2025-06-05 20-36-18  2678.4  2542.95  25232  0  1872  0  0
49  144  2025-06-05 20-36-18  2680  2543.45  25232  0  1872  0  0
50  144  2025-06-05 20-36-18  2681.6  2544.08  25232  0  1872  0  0
51  144  2025-06-05 20-36-18  2683.2  2544.85  25232  0  1872  0  0
52  144  2025-06-05 20-36-18  2684.8  2545.75  25232  0  1872  0  0
53  144  2025-06-05 20-36-18  2686.4  2546.79  25232  0  1872  0  0
54  144  2025-06-05 20-36-18  2688  2547.95  25232  0  1872  0  0
55  144  2025-06-05 20-36-18  2689.6  2549.25  25232  0  1872  0  0
56  144  2025-06-05 20-36-18  2691.2  2550.68  25232  0  1872  0  0
57  144  2025-06-05 20-36-18  2692.8  2552.25  25232  0  1872  0  0
58  144  2025-06-05 20-36-18  2694.4  2553.94  25232  0  1872  0  0
59  144  2025-06-05 20-36-18  2696  2555.77  25232  0  1872  0  0
60  144  2025-06-05 20-36-18  2697.6  2557.73  25232  0  1872  0  0
61  144  2025-06-05 20-36-18  2699.2  2559.81  25232  0  1872  0  0
62  144  2025-06-05 20-36-18  2700.8  2562.03  25232  0  1872  0  0
63  144  2025-06-05 20-36-18  2702.4  2564.37  25232  0  1872  0  0
64  144  2025-06-05 20-36-18  2704  2566.84  25232  0  1872  0  0
65  144  2025-06-05 20-36-18  2705.6  2569.44  25232  0  1872  0  0
66  144  2025-06-05 20-36-18  2707.2  2572.16  25232  0  1872  0  0
67  144  2025-06-05 20-36-18  2708.8  2575.01  25232  0  1872  0  0
68  144  2025-06-05 20-36-18  2710.4  2577.98  25232  0  1872  0  0
69  144  2025-06-05 20-36-18  2712  2581.08  25232  0  1872  0  0
70  144  2025-06-05 20-36-18  2713.6  2584.3  25232  0  1872  0  0
71  144  2025-06-05 20-36-18  2715.2  2587.64  25232  0  1872  0  0
72  144  2025-06-05 20-36-18  2716.8  2591.1  25232  0  1872  0  0
73  144  2025-06-05 20-36-18  2718.4  2594.69  25232  0  1872  0  0
74  144  2025-06-05 20-36-18  2720  2598.39  25232  0  1872  0  0
75  144  2025-06-05 20-36-18  2721.6  2602.21  25232  0  1872  0  0
76  144  2025-06-05 20-36-18  2723.2  2606.15  25232  0  1872  0  0
77  144  2025-06-05 20-36-18  2724.8  2610.2  25232  0  1872  0  0
78  144  2025-06-05 20-36-18  2726.4  2614.37  25232  0  1872  0  0
79  144  2025-06-05 20-36-18  2728  2618.65  25232  0  1872  0  0
80  144  2025-06-05 20-36-18  2729.6  2623.04  25232  0  1872  0  0
81  144  2025-06-05 20-36-18  2731.2  2627.55  25232  0  1872  0  0
82  144  2025-06-05 20-36-18  2732.8  2632.17  25232  0  1872  0  0
83  144  2025-06-05 20-36-18  2734.4  2636.9  25232  0  1872  0  0
84  144  2025-06-05 20-36-18  2736  2641.73  25232  0  1872  0  0
85  144  2025-06-05 20-36-18  2737.6  2646.68  25232  0  1872  0  0
86  144  2025-06-05 20-36-18  2739.2  2651.73  25232  0  1872  0  0
87  144  2025-06-05 20-36-18  2740.8  2656.88  25232  0  1872  0  0
88  144  2025-06-05 20-36-18  2742.4  2662.14  25232  0  1872  0  0
89  144  2025-06-05 20-36-18  2744  2667.5  25232  0  1872  0  0
90  144  2025-06-05 20-36-18  14993.6  2668.84  146832  15632  1872  0  0
91  144  2025-06-05 20-36-18  14995.2  2663.79  146832  15632  1872  0  0
92  144  2025-06-05 20-36-18  14996.8  2658.83  146832  15632  1872  0  0
93  144  2025-06-05 20-36-18  14998.4  2653.98  146832  15632  1872  0  0
94  144  2025-06-05 20-36-18  15000  2649.23  146832  15632  1872  0  0
95  144  2025-06-05 20-36-18  15001.6  2644.59  146832  15632  1872  0  0
96  144  2025-06-05 20-36-18  15003.2  2640.05  146832  15632  1872  0  0
97  144  2025-06-05 20-36-18  15004.8  2635.62  146832  15632  1872  0  0
98  144  2025-06-05 20-36-18  15006.4  2631.3  146832  15632  1872  0  0
99  144  2025-06-05 20-36-18  15008  2627.08  146832  15632  1872  0  0
100  144  2025-06-05 20-36-18  15009.6  2622.98  146832  15632  1872  0  0
101  144  2025-06-05 20-36-18  15011.2  2618.99  146832  15632  1872  0  0
102  144  2025-06-05 20-36-18  15012.8  2615.11  146832  15632  1872  0  0
103  144  2025-06-05 20-36-18  15014.4  2611.34  146832  15632  1872  0  0
104  144  2025-06-05 20-36-18  15016  2607.69  146832  15632  1872  0  0
105  144  2025-06-05 20-36-18  15017.6  2604.15  146832  15632  1872  0  0
106  144  2025-06-05 20-36-18  15019.2  2600.72  146832  15632  1872  0  0
107  144  2025-06-05 20-36-18  15020.8  2597.42  146832  15632  1872  0  0
108  144  2025-06-05 20-36-18  15022.4  2594.23  146832  15632  1872  0  0
109  144  2025-06-05 20-36-18  15024  2591.15  146832  15632  1872  0  0
110  144  2025-06-05 20-36-18  15025.6  2588.2  146832  15632  1872  0  0
111  144  2025-06-05 20-36-18  15027.2  2585.37  146832  15632  1872  0  0
112  144  2025-06-05 20-36-18  15028.8  2582.66  146832  15632  1872  0  0
113  144  2025-06-05 20-36-18  15030.4  2580.06  146832  15632  1872  0  0
114  144  2025-06-05 20-36-18  15032  2577.59  146832  15632  1872  0  0
115  144  2025-06-05 20-36-18  15033.6  2575.25  146832  15632  1872  0  0
116  144  2025-06-05 20-36-18  15035.2  2573.02  146832  15632  1872  0  0
117  144  2025-06-05 20-36-18  15036.8  2570.92  146832  15632  1872  0  0
118  144  2025-06-05 20-36-18  15038.4  2568.94  146832  15632  1872  0  0
119  144  2025-06-05 20-36-18  15040  2567.09  146832  15632  1872  0  0
120  144  2025-06-05 20-36-18  15041.6  2565.37  146832  15632  1872  0  0
121  144  2025-06-05 20-36-18  15043.2  2563.77  146832  15632  1872  0  0
122  144  2025-06-05 20-36-18  15044.8  2562.29  146832  15632  1872  0  0
123  144  2025-06-05 20-36-18  15046.4  2560.94  146832  15632  1872  0  0
124  144  2025-06-05 20-36-18  15048  2559.72  146832  15632  1872  0  0
125  144  2025-06-05 20-36-18  15049.6  2558.63  146832  15632  1872  0  0
126  144  2025-06-05 20-36-18  15051.2  2557.66  146832  15632  1872  0  0
127  144  2025-06-05 20-36-18  15052.8  2556.83  146832  15632  1872  0  0
128  144  2025-06-05 20-36-18  15054.4  2556.12  146832  15632  1872  0  0
129  144  2025-06-05 20-36-18  15056  2555.54  146832  15632  1872  0  0
130  144  2025-06-05 20-36-18  15057.6  2555.08  146832  15632  1872  0  0
131  144  2025-06-05 20-36-18  15059.2  2554.76  146832  15632  1872  0  0
132  144  2025-06-05 20-36-18  15060.8  2554.57  146832  15632  1872  0  0
133  144  2025-06-05 20-36-18  15062.4  2554.5  146832  15632  1872  0  0
134  144  2025-06-05 20-36-18  15064  2554.56  146832  15632  1872  0  0
135  144  2025-06-05 20-36-18  15065.6  2554.75  146832  15632  1872  0  0
136  144  2025-06-05 20-36-18  15067.2  2555.07  146832  15632  1872  0  0
137  144  2025-06-05 20-36-18  15068.8  2555.52  146832  15632  1872  0  0
138  144  2025-06-05 20-36-18  15070.4  2556.1  146832  15632  1872  0  0
139  144  2025-06-05 20-36-18  15072  2556.81  146832  15632  1872  0  0
140  144  2025-06-05 20-36-18  15073.6  2557.64  146832  15632  1872  0  0
141  144  2025-06-05 20-36-18  15075.2  2558.6  146832  15632  1872  0  0
142  144  2025-06-05 20-36-18  15076.8  2559.69  146832  15632  1872  0  0
143  144  2025-06-05 20-36-18  15078.4  2560.91  146832  15632  1872  0  0
144  144  2025-06-05 20-36-18  15080  2562.25  146832  15632  1872  0  0
145  144  2025-06-05 20-36-18  15081.6  2563.72  146832  15632  1872  0  0
146  144  2025-06-05 20-36-18  15083.2  2565.32  146832  15632  1872  0  0
147  144  2025-06-05 20-36-18  15084.8  2567.04  146832  15632  1872  0  0
148  144  2025-06-05 20-36-18  15086.4  2568.89  146832  15632  1872  0  0
149  144  2025-06-05 20-36-18  15088  2570.86  146832  15632  1872  0  0
150  144  2025-06-05 20-36-18  15089.6  2572.95  146832  15632  1872  0  0
151  144  2025-06-05 20-36-18  15091.2  2575.17  146832  15632  1872  0  0
152  144  2025-06-05 20-36-18  15092.8  2577.51  146832  15632  1872  0  0
153  144  2025-06-05 20-36-18  15094.4  2579.98  146832  15632  1872  0  0
154  144  2025-06-05 20-36-18  15096  2582.56  146832  15632  1872  0  0
155  144  2025-06-05 20-36-18  15097.6  2585.27  146832  15632  1872  0  0
156  144  2025-06-05 20-36-18  15099.2  2588.09  146832  15632  1872  0  0
157  144  2025-06-05 20-36-18  15100.8  2591.04  146832  15632  1872  0  0
158  144  2025-06-05 20-36-18  15102.4  2594.1  146832  15632  1872  0  0
159  144  2025-06-05 20-36-18  15104  2597.29  146832  15632  1872  0  0
160  144  2025-06-05 20-36-18  15105.6  2600.59  146832  15632  1872  0  0
161  144  2025-06-05 20-36-18  15107.2  2604  146832  15632  1872  0  0
162  144  2025-06-05 20-36-18  15108.8  2607.53  146832  15632  1872  0  0
163  144  2025-06-05 20-36-18  15110.4  2611.18  146832  15632  1872  0  0
164  144  2025-06-05 20-36-18  15112  2614.93  146832  15632  1872  0  0
165  144  2025-06-05 20-36-18  15113.6  2618.8  146832  15632  1872  0  0
166  144  2025-06-05 20-36-18  15115.2  2622.78  146832  15632  1872  0  0
167  144  2025-06-05 20-36-18  15116.8  2626.88  146832  15632  1872  0  0
168  144  2025-06-05 20-36-18  15118.4  2631.08  146832  15632  1872  0  0
169  144  2025-06-05 20-36-18  15120  2635.39  146832  15632  1872  0  0
170  144  2025-06-05 20-36-18  15121.6  2639.81  146832  15632  1872  0  0
171  144  2025-06-05 20-36-18  15123.2  2644.33  146832  15632  1872  0  0
172  144  2025-06-05 20-36-18  15124.8  2648.96  146832  15632  1872  0  0
173  144  2025-06-05 20-36-18  15126.4  2653.7  146832  15632  1872  0  0
174  144  2025-06-05 20-36-18  15128  2658.53  146832  15632  1872  0  0
175  144  2025-06-05 20-36-18  15129.6  2663.47  146832  15632  1872  0  0
176  144  2025-06-05 20-36-18  15131.2  2668.52  146832  15632  1872  0  0
177  144  2025-06-05 20-36-18  15360  2665.22  150032  15632  1872  0  0
178  144  2025-06-05 20-36-18  15361.6  2658.28  150032  15632  1872  0  0
179  144  2025-06-05 20-36-18  15363.2  2651.43  150032  15632  1872  0  0
180  144  2025-06-05 20-36-18  15364.8  2644.66  150032  15632  1872  0  0
181  144  2025-06-05 20-36-18  15366.4  2637.98  150032  15632  1872  0  0
182  144  2025-06-05 20-36-18  15368  2631.39  150032  15632  1872  0  0
183  144  2025-06-05 20-36-18  15369.6  2624.89  150032  15632  1872  0  0
184  144  2025-06-05 20-36-18  15371.2  2618.48  150032  15632  1872  0  0
185  144  2025-06-05 20-36-18  15372.8  2612.16  150032  15632  1872  0  0
186  144  2025-06-05 20-36-18  15374.4  2605.94  150032  15632  1872  0  0
187  144  2025-06-05 20-36-18  15376  2599.81  150032  15632  1872  0  0
188  144  2025-06-05 20-36-18  15377.6  2593.78  150032  15632  1872  0  0
189  144  2025-06-05 20-36-18  15379.2  2587.85  150032  15632  1872  0  0
190  144  2025-06-05 20-36-18  15380.8  2582.02  150032  15632  1872  0  0
191  144  2025-06-05 20-36-18  15382.4  2576.29  150032  15632  1872  0  0
192  144  2025-06-05 20-36-18  15384  2570.66  150032  15632  1872  0  0
193  144  2025-06-05 20-36-18  15385.6  2565.13  150032  15632  1872  0  0
194  144  2025-06-05 20-36-18  15387.2  2559.71  150032  15632  1872  0  0
195  144  2025-06-05 20-36-18  15388.8  2554.39  150032  15632  1872  0  0
196  144  2025-06-05 20-36-18  15390.4  2549.18  150032  15632  1872  0  0
197  144  2025-06-05 20-36-18  15392  2544.08  150032  15632  1872  0  0
198  144  2025-06-05 20-36-18  15393.6  2539.09  150032  15632  1872  0  0
199  144  2025-06-05 20-36-18  15395.2  2534.2  150032  15632  1872  0  0
200  144  2025-06-05 20-36-18  15396.8  2529.43  150032  15632  1872  0  0
201  144  2025-06-05 20-36-18  15398.4  2524.78  150032  15632  1872  0  0
202  144  2025-06-05 20-36-18  15400  2520.24  150032  15632  1872  0  0
203  144  2025-06-05 20-36-18  15401.6  2515.81  150032  15632  1872  0  0
204  144  2025-06-05 20-36-18  15403.2  2511.5  150032  15632  1872  0  0
205  144  2025-06-05 20-36-18  15404.8  2507.31  150032  15632  1872  0  0
206  144  2025-06-05 20-36-18  15406.4  2503.24  150032  15632  1872  0  0
207  144  2025-06-05 20-36-18  15408  2499.28  150032  15632  1872  0  0
208  144  2025-06-05 20-36-18  15409.6  2495.45  150032  15632  1872  0  0
