Step,id,x,y,Vel,Yaw
336,7,769.596,0,8,90
337,1,318.228,-0.248491,5.57474,91.9953
337,2,429.489,-70.576,14.8104,111.729
337,3,360.332,52.5184,12.5077,63.696
337,4,527.021,39.4667,6.10811,88.1588
337,5,547.308,-43.5723,10.5728,94.3914
337,6,644.555,2.10972e-14,7.99133,90
337,7,770.396,0,8,90
338,1,318.802,-0.268254,5.74426,91.9716
338,2,430.866,-71.1221,14.8138,111.631
338,3,361.46,53.0701,12.5525,63.929
338,4,527.626,39.488,6.05415,87.9755
338,5,548.371,-43.6458,10.6525,93.9605
338,6,645.353,2.11461e-14,7.984,90
338,7,771.196,0,8,90
339,1,319.393,-0.288346,5.91074,91.948
339,2,432.244,-71.666,14.8172,111.534
339,3,362.593,53.6191,12.5965,64.1595
339,4,528.248,39.5062,6.21505,88.3268
339,5,549.442,-43.712,10.7307,93.5326
339,6,646.151,2.11949e-14,7.97681,90
339,7,771.996,0,8,90
340,1,320,-0.308743,6.07422,91.9244
340,2,433.624,-72.2077,14.8205,111.438
340,3,363.733,54.1655,12.6398,64.3876
340,4,528.863,39.5261,6.16109,88.1468
340,5,550.514,-43.7891,10.7522,94.1169
340,6,646.948,2.12437e-14,7.96976,90
340,7,772.796,0,8,90
341,1,320.623,-0.329423,6.23476,91.9008
341,2,435.005,-72.7472,14.8237,111.343
341,3,364.879,54.7092,12.6822,64.6133
341,4,529.474,39.5478,6.10713,87.9657
341,5,551.595,-43.8587,10.8286,93.6845
341,6,647.744,2.12925e-14,7.96283,90
341,7,773.596,0,8,90
342,1,321.262,-0.350364,6.39241,91.8773
342,2,436.386,-73.2845,14.8269,111.248
342,3,366.031,55.2502,12.7239,64.8366
342,4,530.1,39.5662,6.26708,88.3191
342,5,552.681,-43.9302,10.8808,93.7637
342,6,648.54,2.13412e-14,7.95604,90
342,7,774.396,0,8,90
343,1,321.916,-0.371544,6.54723,91.8538
343,2,437.77,-73.8197,14.83,111.154
343,3,367.188,55.7886,12.7648,65.0575
343,4,530.721,39.5863,6.21312,88.1413
343,5,553.774,-43.9938,10.9549,93.3321
343,6,649.335,2.13899e-14,7.94938,90
343,7,775.196,0,8,90
344,1,322.586,-0.392943,6.69927,91.8304
344,2,439.154,-74.3527,14.833,111.062
344,3,368.351,56.3241,12.805,65.276
344,4,531.337,39.6082,6.15916,87.9626
344,5,554.866,-44.0685,10.9405,93.9113
344,6,650.129,2.14385e-14,7.94284,90
344,7,775.996,0,8,90
345,1,323.27,-0.41454,6.84856,91.8071
345,2,440.539,-74.8837,14.8361,110.97
345,3,369.52,56.8569,12.8445,65.4921
345,4,531.968,39.6268,6.31818,88.3179
345,5,555.965,-44.1352,11.0135,93.4755
345,6,650.923,2.14871e-14,7.93644,90
345,7,776.796,0,8,90
346,1,323.97,-0.436315,6.99518,91.7838
346,2,441.926,-75.4125,14.839,110.878
346,3,370.694,57.387,12.8833,65.7059
346,4,532.594,39.6471,6.26422,88.1425
346,5,557.06,-44.2129,10.9811,94.0545
346,6,651.716,2.15357e-14,7.93016,90
346,7,777.596,0,8,90
347,1,324.683,-0.458249,7.13915,91.7606
347,2,443.313,-75.9393,14.8419,110.788
347,3,371.874,57.9142,12.9214,65.9173
347,4,533.215,39.6691,6.21026,87.966
347,5,558.164,-44.2825,11.0534,93.6144
347,6,652.508,2.15842e-14,7.924,90
347,7,778.396,0,8,90
348,1,325.411,-0.480324,7.28054,91.7375
348,2,444.702,-76.464,14.8447,110.699
348,3,373.059,58.4387,12.9587,66.1263
348,4,533.851,39.6878,6.36835,88.3232
348,5,559.274,-44.3442,11.1244,93.1775
348,6,653.3,2.16327e-14,7.91797,90
348,7,779.196,0,8,90
349,1,326.152,-0.50252,7.41938,91.7144
349,2,446.091,-76.9866,14.8475,110.61
349,3,374.249,58.9604,12.9955,66.3329
349,4,534.493,39.7107,6.42231,87.948
349,5,560.385,-44.3994,11.1226,92.8423
349,6,654.091,2.16811e-14,7.91207,90
349,7,779.996,0,8,90
350,1,326.908,-0.524822,7.55573,91.6914
350,2,447.482,-77.5072,14.8503,110.522
350,3,375.444,59.4792,13.0315,66.5372
350,4,535.14,39.7382,6.47447,87.5699
350,5,561.495,-44.4479,11.1064,92.5031
350,6,654.882,2.17295e-14,7.90628,90
350,7,780.796,0,8,90
351,1,327.676,-0.54721,7.68963,91.6684
351,2,448.874,-78.0258,14.853,110.435
351,3,376.645,59.9953,13.0669,66.7391
351,4,535.792,39.7702,6.52663,87.1888
351,5,562.602,-44.4896,11.0794,92.16
351,6,655.672,2.17779e-14,7.90062,90
351,7,781.596,0,8,90
352,1,328.458,-0.56967,7.82111,91.6456
352,2,450.267,-78.5424,14.8556,110.349
352,3,377.85,60.5085,13.1017,66.9387
352,4,536.449,39.8069,6.57879,86.8046
352,5,563.705,-44.5246,11.0399,91.8128
352,6,656.461,2.18262e-14,7.89507,90
352,7,782.396,0,8,90
353,1,329.253,-0.592185,7.95023,91.6228
353,2,451.661,-79.057,14.8582,110.263
353,3,379.061,61.0189,13.1358,67.1359
353,4,537.121,39.84,6.73026,87.1771
353,5,564.804,-44.5526,10.9877,91.4616
353,6,657.25,2.18745e-14,7.88965,90
353,7,783.196,0,8,90
354,1,330.06,-0.614739,8.07703,91.6001
354,2,453.056,-79.5696,14.8608,110.179
354,3,380.276,61.5264,13.1694,67.3308
354,4,537.798,39.878,6.78242,86.7945
354,5,565.897,-44.5737,10.9338,91.1064
354,6,658.039,2.19228e-14,7.88434,90
354,7,783.996,0,8,90
355,1,330.88,-0.637317,8.20155,91.5775
355,2,454.452,-80.0802,14.8633,110.095
355,3,381.496,62.0312,13.2023,67.5234
355,4,538.48,39.9208,6.83458,86.4089
355,5,566.985,-44.5879,10.8798,90.7473
355,6,658.827,2.19711e-14,7.87915,90
355,7,784.796,0,8,90
356,1,331.712,-0.659905,8.32383,91.555
356,2,455.848,-80.589,14.8657,110.012
356,3,382.72,62.5331,13.2346,67.7137
356,4,539.167,39.9686,6.88674,86.0202
356,5,568.067,-44.5951,10.8258,90.3841
356,6,659.614,2.20193e-14,7.87407,90
356,7,785.596,0,8,90
357,1,332.556,-0.682488,8.44391,91.5325
357,2,457.246,-81.0958,14.8681,109.93
357,3,383.95,63.0321,13.2664,67.9017
357,4,539.869,40.0127,7.03266,86.4041
357,5,569.145,-44.5955,10.7719,90.0169
357,6,660.401,2.20675e-14,7.86911,90
357,7,786.396,0,8,90
358,1,333.412,-0.705052,8.56183,91.5102
358,2,458.645,-81.6007,14.8705,109.849
358,3,385.183,63.5284,13.2976,68.0873
358,4,540.576,40.0619,7.08482,86.0171
358,5,570.216,-44.5888,10.7179,89.6458
358,6,661.187,2.21156e-14,7.86426,90
358,7,787.196,0,8,90
359,1,334.28,-0.727585,8.67762,91.4879
359,2,460.044,-82.1037,14.8728,109.768
359,3,386.421,64.0218,13.3282,68.2707
359,4,541.288,40.1163,7.13698,85.6272
359,5,571.283,-44.5753,10.664,89.2706
359,6,661.973,2.21637e-14,7.85952,90
359,7,787.996,0,8,90
360,1,335.158,-0.750073,8.79134,91.4658
360,2,461.445,-82.6049,14.8751,109.688
360,3,387.664,64.5125,13.3582,68.4518
360,4,542.014,40.1668,7.27841,86.0178
360,5,572.343,-44.5547,10.61,88.8914
360,6,662.759,2.22118e-14,7.85489,90
360,7,788.796,0,8,90
361,1,336.048,-0.772505,8.90301,91.4437
361,2,462.846,-83.1042,14.8774,109.609
361,3,388.911,65.0003,13.3878,68.6306
361,4,542.745,40.2227,7.33057,85.6296
361,5,573.399,-44.5272,10.556,88.5082
361,6,663.544,2.22599e-14,7.85038,90
361,7,789.596,0,8,90
362,1,336.949,-0.794867,9.01267,91.4218
362,2,464.249,-83.6016,14.8796,109.531
362,3,390.162,65.4853,13.4168,68.8072
362,4,543.48,40.284,7.38273,85.2384
362,5,574.448,-44.4928,10.5021,88.1211
362,6,664.328,2.23079e-14,7.84597,90
362,7,790.396,0,8,90
363,1,337.861,-0.817149,9.12036,91.3999
363,2,465.652,-84.0972,14.8817,109.454
363,3,391.417,65.9675,13.4452,68.9815
363,4,544.23,40.3412,7.51974,85.6359
363,5,575.492,-44.4514,10.4481,87.7299
363,6,665.113,2.2356e-14,7.84166,90
363,7,791.196,0,8,90
364,1,338.784,-0.839339,9.22611,91.3782
364,2,467.056,-84.5911,14.8839,109.377
364,3,392.676,66.447,13.4732,69.1536
364,4,544.985,40.404,7.5719,85.2465
364,5,576.531,-44.4031,10.3942,87.3347
364,6,665.896,2.2404e-14,7.83746,90
364,7,791.996,0,8,90
365,1,339.716,-0.861426,9.32996,91.3565
365,2,468.461,-85.0831,14.886,109.301
365,3,393.939,66.9237,13.5007,69.3234
365,4,545.753,40.4625,7.7055,85.646
365,5,577.563,-44.3478,10.3402,86.9355
365,6,666.68,2.24519e-14,7.83337,90
365,7,792.796,0,8,90
366,1,340.659,-0.883401,9.43195,91.335
366,2,469.867,-85.5733,14.888,109.226
366,3,395.206,67.3977,13.5276,69.4911
366,4,546.526,40.5266,7.75766,85.2585
366,5,578.59,-44.2856,10.2862,86.5324
366,6,667.463,2.24999e-14,7.82938,90
366,7,793.596,0,8,90
367,1,341.612,-0.905252,9.53209,91.3136
367,2,471.273,-86.0618,14.89,109.152
367,3,396.477,67.8689,13.5541,69.6565
367,4,547.313,40.5863,7.88792,85.6598
367,5,579.611,-44.2164,10.2341,86.1252
367,6,668.245,2.25478e-14,7.8255,90
367,7,794.396,0,8,90
368,1,342.575,-0.926971,9.63044,91.2923
368,2,472.681,-86.5486,14.892,109.078
368,3,397.751,68.3373,13.5801,69.8197
368,4,548.104,40.6517,7.94008,85.2742
368,5,580.627,-44.1583,10.1801,86.724
368,6,669.027,2.25957e-14,7.82171,90
368,7,795.195,0,8,90
369,1,343.547,-0.948548,9.72702,91.271
369,2,474.089,-87.0336,14.8939,109.005
369,3,399.03,68.8031,13.6057,69.9807
369,4,548.908,40.7125,8.06706,85.6774
369,5,581.639,-44.1111,10.1262,87.3288
369,6,669.809,2.26435e-14,7.81803,90
369,7,795.995,0,8,90
370,1,344.529,-0.969973,9.82186,91.25
370,2,475.498,-87.5169,14.8959,108.933
370,3,400.312,69.2662,13.6307,70.1395
370,4,549.718,40.7791,8.11922,85.2936
370,5,582.65,-44.0568,10.1244,86.9297
370,6,670.591,2.26914e-14,7.81444,90
370,7,796.795,0,8,90
371,1,345.521,-0.99124,9.915,91.229
371,2,476.908,-87.9986,14.8977,108.862
371,3,401.597,69.7266,13.6554,70.2962
371,4,550.54,40.8409,8.24298,85.6987
371,5,583.656,-44.0136,10.0704,87.5365
371,6,671.372,2.27392e-14,7.81095,90
371,7,797.595,0,8,90
372,1,346.521,-1.01234,10.0065,91.2082
372,2,478.318,-88.4785,14.8996,108.791
372,3,402.886,70.1843,13.6796,70.4507
372,4,551.366,40.9087,8.29514,85.3167
372,5,584.657,-43.9812,10.0165,88.1493
372,6,672.152,2.2787e-14,7.80756,90
372,7,798.395,0,8,90
373,1,347.531,-1.03326,10.0963,91.1874
373,2,479.73,-88.9568,14.9014,108.721
373,3,404.179,70.6394,13.7033,70.6031
373,4,552.206,40.9714,8.41574,85.7237
373,5,585.662,-43.9419,10.0542,87.7581
373,6,672.933,2.28348e-14,7.80426,90
373,7,799.195,0,8,90
374,1,348.549,-1.054,10.1845,91.1668
374,2,481.142,-89.4334,14.9031,108.652
374,3,405.475,71.0919,13.7266,70.7534
374,4,553.05,41.0402,8.4679,85.3435
374,5,586.661,-43.9135,10.0003,88.373
374,6,673.713,2.28826e-14,7.80106,90
374,7,799.995,0,8,90
375,1,349.576,-1.07455,10.2711,91.1463
375,2,482.554,-89.9084,14.9049,108.584
375,3,406.774,71.5418,13.7495,70.9015
375,4,553.906,41.1038,8.58539,85.7523
375,5,587.656,-43.896,9.94631,88.9938
375,6,674.493,2.29303e-14,7.79795,90
375,7,800.795,0,8,90
376,1,350.611,-1.0949,10.3561,91.126
376,2,483.968,-90.3818,14.9066,108.516
376,3,408.077,71.9891,13.772,71.0475
376,4,554.767,41.1734,8.63755,85.374
376,5,588.645,-43.8895,9.89235,89.6206
376,6,675.272,2.2978e-14,7.79494,90
376,7,801.595,0,8,90
377,1,351.655,-1.11505,10.4397,91.1058
377,2,485.382,-90.8536,14.9083,108.449
377,3,409.382,72.4338,13.7941,71.1915
377,4,555.64,41.2378,8.75198,85.7845
377,5,589.629,-43.8938,9.83839,90.2535
377,6,676.051,2.30258e-14,7.79201,90
377,7,802.395,0,8,90
378,1,352.707,-1.13498,10.5217,91.0857
378,2,486.797,-91.3238,14.9099,108.383
378,3,410.691,72.876,13.8158,71.3333
378,4,556.517,41.3036,8.80235,85.711
378,5,590.607,-43.9091,9.78443,90.8923
378,6,676.83,2.30734e-14,7.78918,90
378,7,803.195,0,8,90
379,1,353.767,-1.1547,10.6022,91.0657
379,2,488.213,-91.7925,14.9115,108.317
379,3,412.003,73.3157,13.8371,71.4731
379,4,557.407,41.3639,8.91382,86.1202
379,5,591.58,-43.9352,9.73047,91.5371
379,6,677.609,2.31211e-14,7.78643,90
379,7,803.995,0,8,90
380,1,354.835,-1.1742,10.6813,91.0459
380,2,489.629,-92.2595,14.9131,108.252
380,3,413.318,73.7529,13.858,71.6109
380,4,558.301,41.4304,8.96598,85.7485
380,5,592.547,-43.9721,9.67651,92.1879
380,6,678.387,2.31688e-14,7.78377,90
380,7,804.795,0,8,90
381,1,355.911,-1.19347,10.759,91.0262
381,2,491.046,-92.7251,14.9147,108.188
381,3,414.636,74.1876,13.8786,71.7466
381,4,559.206,41.4911,9.07451,86.1593
381,5,593.508,-44.0199,9.62255,92.8448
381,6,679.166,2.32164e-14,7.7812,90
381,7,805.595,0,8,90
382,1,356.994,-1.2125,10.8353,91.0066
382,2,492.463,-93.1891,14.9162,108.125
382,3,415.957,74.6198,13.8987,71.8802
382,4,560.116,41.5582,9.12667,85.7894
382,5,594.463,-44.0784,9.5686,93.5076
382,6,679.943,2.32641e-14,7.77871,90
382,7,806.395,0,8,90
383,1,358.085,-1.2313,10.9102,90.9872
383,2,493.882,-93.6516,14.9177,108.062
383,3,417.281,75.0496,13.9185,72.0119
383,4,561.038,41.6193,9.23231,86.2017
383,5,595.412,-44.1477,9.51464,94.1764
383,6,680.721,2.33117e-14,7.77631,90
383,7,807.195,0,8,90
384,1,359.183,-1.24985,10.9838,90.9678
384,2,495.301,-94.1126,14.9192,108
384,3,418.608,75.4771,13.938,72.1416
384,4,561.964,41.6868,9.28447,85.8336
384,5,596.371,-44.2099,9.6133,93.7121
384,6,681.498,2.33593e-14,7.77399,90
384,7,807.995,0,8,90
385,1,360.288,-1.26815,11.056,90.9487
385,2,496.72,-94.5722,14.9207,107.938
385,3,419.937,75.9021,13.9571,72.2692
385,4,562.9,41.7482,9.38727,86.2475
385,5,597.324,-44.283,9.55934,94.3816
385,6,682.276,2.34069e-14,7.77176,90
385,7,808.795,0,8,90
386,1,361.401,-1.28621,11.1269,90.9297
386,2,498.14,-95.0302,14.9221,107.877
386,3,421.269,76.3248,13.9758,72.3949
386,4,563.842,41.816,9.43943,85.8812
386,5,598.288,-44.3489,9.6572,93.9129
386,6,683.053,2.34544e-14,7.7696,90
386,7,809.595,0,8,90
387,1,362.521,-1.30401,11.1966,90.9108
387,2,499.561,-95.4869,14.9235,107.817
387,3,422.604,76.7452,13.9943,72.5187
387,4,564.794,41.8776,9.53944,86.2966
387,5,599.261,-44.4075,9.75329,93.448
387,6,683.829,2.3502e-14,7.76753,90
387,7,810.395,0,8,90
388,1,363.647,-1.32154,11.265,90.892
388,2,500.982,-95.9421,14.9249,107.757
388,3,423.942,77.1633,14.0124,72.6405
388,4,565.75,41.9457,9.5916,85.932
388,5,600.229,-44.4771,9.70113,94.1129
388,6,684.606,2.35495e-14,7.76553,90
388,7,811.195,0,8,90
389,1,364.78,-1.33882,11.3322,90.8734
389,2,502.404,-96.3958,14.9262,107.699
389,3,425.282,77.5791,14.0301,72.7604
389,4,566.717,42.0074,9.68888,86.349
389,5,601.207,-44.5394,9.79644,93.6437
389,6,685.382,2.35971e-14,7.76362,90
389,7,811.995,0,8,90
390,1,365.92,-1.35583,11.3982,90.855
390,2,503.827,-96.8482,14.9276,107.64
390,3,426.624,77.9927,14.0476,72.8783
390,4,567.689,42.0755,9.74104,85.9862
390,5,602.179,-44.6126,9.74788,94.3094
390,6,686.158,2.36446e-14,7.76178,90
390,7,812.795,0,8,90
391,1,367.066,-1.37256,11.4629,90.8367
391,2,505.25,-97.2992,14.9289,107.583
391,3,427.969,78.404,14.0647,72.9944
391,4,568.671,42.1372,9.83563,86.4046
391,5,603.161,-44.6785,9.84234,93.836
391,6,686.934,2.36921e-14,7.76001,90
391,7,813.595,0,8,90
392,1,368.218,-1.38903,11.5266,90.8185
392,2,506.674,-97.7488,14.9301,107.526
392,3,429.316,78.8132,14.0815,73.1086
392,4,569.657,42.2055,9.88779,86.0435
392,5,604.153,-44.7368,9.93511,93.3664
392,6,687.71,2.37396e-14,7.75832,90
392,7,814.395,0,8,90
393,1,369.377,-1.40522,11.589,90.8005
393,2,508.098,-98.197,14.9314,107.469
393,3,430.666,79.2202,14.098,73.2209
393,4,570.653,42.267,9.97974,86.4634
393,5,605.14,-44.8063,9.89554,94.0275
393,6,688.486,2.37871e-14,7.75671,90
393,7,815.195,0,8,90
394,1,370.542,-1.42113,11.6504,90.7826
394,2,509.523,-98.6439,14.9326,107.414
394,3,432.018,79.625,14.1143,73.3314
394,4,571.654,42.3352,10.0319,86.1041
394,5,606.136,-44.8682,9.98735,93.5538
394,6,689.261,2.38346e-14,7.75516,90
394,7,815.995,0,8,90
395,1,371.713,-1.43676,11.7106,90.7648
395,2,510.948,-99.0894,14.9338,107.358
395,3,433.373,80.0277,14.1302,73.44
395,4,572.664,42.3965,10.1213,86.5254
395,5,607.138,-44.9314,10.0395,93.6096
395,6,690.037,2.38821e-14,7.75369,90
395,7,816.795,0,8,90
396,1,372.89,-1.45211,11.7698,90.7473
396,2,512.374,-99.5337,14.935,107.304
396,3,434.729,80.4284,14.1458,73.5468
396,4,573.679,42.4645,10.1734,86.1678
396,5,608.15,-44.9869,10.1287,93.138
396,6,690.812,2.39295e-14,7.75229,90
396,7,817.595,0,8,90
397,1,374.073,-1.46718,11.8279,90.7298
397,2,513.801,-99.9766,14.9362,107.25
397,3,436.088,80.827,14.1612,73.6518
397,4,574.704,42.5255,10.2602,86.5905
397,5,609.157,-45.0537,10.0982,93.7946
397,6,691.587,2.3977e-14,7.75096,90
397,7,818.395,0,8,90
398,1,375.261,-1.48196,11.8849,90.7125
398,2,515.228,-100.418,14.9373,107.197
398,3,437.449,81.2236,14.1763,73.755
398,4,575.733,42.5933,10.3124,86.2347
398,5,610.174,-45.1127,10.1863,93.319
398,6,692.362,2.40245e-14,7.7497,90
398,7,819.195,0,8,90
399,1,376.455,-1.49645,11.941,90.6954
399,2,516.655,-100.859,14.9385,107.144
399,3,438.812,81.6181,14.1911,73.8564
399,4,576.771,42.6538,10.3967,86.6586
399,5,611.188,-45.1831,10.1611,93.9764
399,6,693.137,2.40719e-14,7.74851,90
399,7,819.995,0,8,90
400,1,377.655,-1.51065,11.996,90.6784
400,2,518.083,-101.298,14.9396,107.092
400,3,440.178,82.0108,14.2057,73.9561
400,4,577.813,42.7212,10.4489,86.3046
400,5,612.211,-45.2456,10.2482,93.4968
400,6,693.912,2.41193e-14,7.74738,90
400,7,820.795,0,8,90
401,1,378.859,-1.52457,12.05,90.6616
401,2,519.512,-101.735,14.9407,107.04
401,3,441.545,82.4014,14.2199,74.054
401,4,578.865,42.7813,10.5307,86.7298
401,5,613.243,-45.3001,10.3336,93.0211
401,6,694.686,2.41668e-14,7.74632,90
401,7,821.595,0,8,90
402,1,380.07,-1.53819,12.1031,90.6449
402,2,520.941,-102.172,14.9417,106.989
402,3,442.914,82.7902,14.234,74.1502
402,4,579.921,42.8481,10.5829,86.3776
402,5,614.272,-45.3662,10.3175,93.6739
402,6,695.461,2.42142e-14,7.74532,90
402,7,822.395,0,8,90
403,1,381.285,-1.55828,12.1534,90.9471
403,2,522.37,-102.607,14.9428,106.938
403,3,444.285,83.177,14.2477,74.2446
403,4,580.985,42.9076,10.6623,86.8041
403,5,615.311,-45.4242,10.4017,93.1943
403,6,696.235,2.42616e-14,7.74439,90
403,7,823.195,0,8,90
404,1,382.505,-1.57803,12.2046,90.9274
404,2,523.8,-103.042,14.9438,106.889
404,3,445.659,83.5621,14.2613,74.3374
404,4,582.055,42.9738,10.7145,86.4535
404,5,616.348,-45.4939,10.3891,93.8478
404,6,697.01,2.4309e-14,7.74351,90
404,7,823.995,0,8,90
405,1,383.731,-1.59745,12.2549,90.9079
405,2,525.23,-103.474,14.9448,106.839
405,3,447.034,83.9452,14.2746,74.4285
405,4,583.132,43.0326,10.7916,86.8813
405,5,617.393,-45.5553,10.472,93.3644
405,6,697.784,2.43564e-14,7.74271,90
405,7,824.795,0,8,90
406,1,384.961,-1.61653,12.3043,90.8885
406,2,526.661,-103.906,14.9458,106.79
406,3,448.411,84.3266,14.2876,74.5179
406,4,584.215,43.0981,10.8437,86.5324
406,5,618.447,-45.6085,10.5535,92.8848
406,6,698.558,2.44038e-14,7.74196,90
406,7,825.595,0,8,90
407,1,386.186,-1.63557,12.2539,90.8901
407,2,528.093,-104.337,14.9468,106.742
407,3,449.789,84.7063,14.3004,74.6057
407,4,585.302,43.165,10.8923,86.4836
407,5,619.5,-45.6735,10.5499,93.5337
407,6,699.332,2.44512e-14,7.74127,90
407,7,826.395,0,8,90
408,1,387.416,-1.65427,12.3033,90.8708
408,2,529.524,-104.766,14.9477,106.694
408,3,451.17,85.0841,14.313,74.6918
408,4,586.397,43.224,10.9662,86.9141
408,5,620.561,-45.73,10.6299,93.0504
408,6,700.106,2.44986e-14,7.74064,90
408,7,827.195,0,8,90
409,1,388.641,-1.67291,12.2512,90.8722
409,2,530.957,-105.194,14.9487,106.647
409,3,452.552,85.4603,14.3254,74.7764
409,4,587.497,43.29,11.0183,86.567
409,5,621.622,-45.7986,10.6299,93.7001
409,6,700.88,2.4546e-14,7.74007,90
409,7,827.995,0,8,90
410,1,389.871,-1.69123,12.3006,90.853
410,2,532.389,-105.621,14.9496,106.6
410,3,453.936,85.8348,14.3375,74.8593
410,4,588.604,43.348,11.0899,86.9986
410,5,622.691,-45.8587,10.7085,93.2129
410,6,701.654,2.45934e-14,7.73955,90
410,7,828.795,0,8,90
411,1,391.096,-1.70948,12.2484,90.8541
411,2,533.822,-106.047,14.9505,106.554
411,3,455.322,86.2076,14.3494,74.9406
411,4,589.717,43.4131,11.1421,86.6533
411,5,623.769,-45.91,10.7857,92.7296
411,6,702.428,2.46408e-14,7.7391,90
411,7,829.595,0,8,90
412,1,392.326,-1.72741,12.2979,90.835
412,2,535.256,-106.472,14.9514,106.508
412,3,456.709,86.5788,14.3611,75.0204
412,4,590.833,43.4792,11.1817,86.608
412,5,624.846,-45.9736,10.7965,93.3748
412,6,703.202,2.46882e-14,7.73869,90
412,7,830.395,0,8,90
413,1,393.55,-1.74527,12.2458,90.836
413,2,536.69,-106.896,14.9523,106.463
413,3,458.098,86.9484,14.3726,75.0986
413,4,591.956,43.5373,11.2504,87.0422
413,5,625.932,-46.0284,10.8721,92.8878
413,6,703.976,2.47356e-14,7.73834,90
413,7,831.195,0,8,90
414,1,394.779,-1.7628,12.2953,90.8169
414,2,538.124,-107.319,14.9531,106.419
414,3,459.489,87.3164,14.3839,75.1752
414,4,593.085,43.6024,11.3025,86.6986
414,5,627.022,-46.0841,10.9135,92.9277
414,6,704.75,2.4783e-14,7.73805,90
414,7,831.995,0,8,90
415,1,396.004,-1.78028,12.2432,90.8177
415,2,539.559,-107.74,14.954,106.374
415,3,460.881,87.6829,14.395,75.2504
415,4,594.218,43.6686,11.3547,86.6551
415,5,628.12,-46.1309,10.987,92.4433
415,6,705.523,2.48303e-14,7.7378,90
415,7,832.795,0,8,90
416,1,397.233,-1.79741,12.2927,90.7988
416,2,540.994,-108.161,14.9548,106.331
416,3,462.274,88.0479,14.4059,75.324
416,4,595.359,43.7266,11.4202,87.0919
416,5,629.219,-46.1902,11.0085,93.084
416,6,706.297,2.48777e-14,7.73761,90
416,7,833.595,0,8,90
417,1,398.467,-1.81421,12.3414,90.78
417,2,542.429,-108.58,14.9556,106.287
417,3,463.669,88.4114,14.4165,75.3962
417,4,596.504,43.7916,11.4724,86.75
417,5,630.326,-46.2403,11.0803,92.596
417,6,707.071,2.49251e-14,7.73747,90
417,7,834.395,0,8,90
418,1,399.695,-1.83095,12.2875,90.7804
418,2,543.865,-108.999,14.9564,106.245
418,3,465.066,88.7734,14.427,75.4668
418,4,597.656,43.8482,11.5358,87.1879
418,5,631.435,-46.3031,11.1073,93.2375
418,6,707.845,2.49725e-14,7.73738,90
418,7,835.195,0,8,90
419,1,400.929,-1.84735,12.3363,90.7617
419,2,545.302,-109.416,14.9572,106.202
419,3,466.464,89.134,14.4373,75.5361
419,4,598.813,43.9119,11.588,86.8478
419,5,632.551,-46.3566,11.1773,92.7459
419,6,708.618,2.50198e-14,7.73734,90
419,7,835.995,0,8,90
420,1,402.157,-1.86368,12.2823,90.7619
420,2,546.738,-109.832,14.958,106.161
420,3,467.863,89.4932,14.4475,75.6038
420,4,599.975,43.9829,11.6402,86.5047
420,5,633.673,-46.4111,11.2295,92.7821
420,6,709.392,2.50672e-14,7.73734,90
420,7,836.795,0,8,90
421,1,403.39,-1.87968,12.3312,90.7434
421,2,548.175,-110.248,14.9587,106.119
421,3,469.264,89.8511,14.4574,75.6702
421,4,601.144,44.0452,11.7006,86.9482
421,5,634.802,-46.4563,11.2973,92.293
421,6,710.166,2.51146e-14,7.73739,90
421,7,837.595,0,8,90
422,1,404.618,-1.89561,12.2772,90.7434
422,2,549.613,-110.662,14.9595,106.078
422,3,470.666,90.2075,14.4672,75.7351
422,4,602.317,44.1147,11.7528,86.6069
422,5,635.934,-46.5143,11.3369,92.93
422,6,710.94,2.5162e-14,7.73749,90
422,7,838.395,0,8,90
423,1,405.85,-1.91121,12.3262,90.725
423,2,551.051,-111.075,14.9602,106.038
423,3,472.069,90.5627,14.4767,75.7987
423,4,603.496,44.1755,11.8112,87.0514
423,5,637.073,-46.5628,11.4028,92.4375
423,6,711.713,2.52093e-14,7.73763,90
423,7,839.195,0,8,90
424,1,407.087,-1.92647,12.3743,90.7067
424,2,552.489,-111.488,14.9609,105.998
424,3,473.474,90.9166,14.4862,75.8609
424,4,604.681,44.2435,11.8633,86.712
424,5,638.216,-46.6242,11.4459,93.0752
424,6,712.487,2.52567e-14,7.73782,90
424,7,839.995,0,8,90
425,1,408.319,-1.94166,12.3203,90.7064
425,2,553.927,-111.899,14.9616,105.958
425,3,474.88,91.2692,14.4954,75.9217
425,4,605.871,44.3027,11.9197,87.1575
425,5,639.366,-46.676,11.5099,92.5791
425,6,713.261,2.53041e-14,7.73806,90
425,7,840.795,0,8,90
426,1,409.556,-1.95652,12.3685,90.6883
426,2,555.366,-112.309,14.9623,105.919
426,3,476.287,91.6205,14.5045,75.9812
426,4,607.067,44.3691,11.9719,86.8199
426,5,640.523,-46.7181,11.5726,92.087
426,6,714.035,2.53515e-14,7.73833,90
426,7,841.595,0,8,90
427,1,410.798,-1.97104,12.4159,90.6703
427,2,556.805,-112.719,14.963,105.88
427,3,477.696,91.9707,14.5134,76.0394
427,4,608.268,44.4264,12.0264,87.2664
427,5,641.673,-46.7687,11.5187,92.5183
427,6,714.809,2.53989e-14,7.73865,90
427,7,842.395,0,8,90
428,1,412.044,-1.99219,12.4608,90.9726
428,2,558.245,-113.127,14.9637,105.842
428,3,479.106,92.3196,14.5221,76.0962
428,4,609.474,44.4911,12.0785,86.9306
