Step,id,x,y,Vel,Yaw
2453,3,2463.27,225.166,8.00047,89.9999
2453,4,2463.51,-75.1587,7.91964,89.8995
2453,5,2463.17,74.9998,8.00049,89.9999
2453,6,2333.27,-0.00062508,8.00044,90.0003
2453,7,2463.28,0,8,90
2454,1,2593.78,-0.147463,7.97578,90.1145
2454,2,2464.07,-225.166,8.00048,90.0001
2454,3,2464.07,225.166,8.00047,89.9999
2454,4,2464.3,-75.1573,7.9205,89.8976
2454,5,2463.97,74.9998,8.00049,89.9999
2454,6,2334.07,-0.000629554,8.00044,90.0003
2454,7,2464.08,0,8,90
2455,1,2594.58,-0.14914,7.97676,90.1204
2455,2,2464.87,-225.166,8.00048,90.0001
2455,3,2464.87,225.166,8.00047,89.9999
2455,4,2465.09,-75.1558,7.92136,89.8959
2455,5,2464.77,74.9998,8.00049,89.9999
2455,6,2334.87,-0.000634242,8.00044,90.0003
2455,7,2464.88,0,8,90
2456,1,2595.37,-0.150896,7.97773,90.1261
2456,2,2465.67,-225.166,8.00048,90.0001
2456,3,2465.67,225.166,8.00047,89.9999
2456,4,2465.89,-75.1544,7.92221,89.8942
2456,5,2465.57,74.9998,8.00049,89.9999
2456,6,2335.67,-0.000639142,8.00044,90.0004
2456,7,2465.68,0,8,90
2457,1,2596.17,-0.152729,7.97868,90.1317
2457,2,2466.47,-225.166,8.00048,90.0001
2457,3,2466.47,225.166,8.00047,89.9999
2457,4,2466.68,-75.1529,7.92307,89.8926
2457,5,2466.37,74.9999,8.00049,89.9999
2457,6,2336.47,-0.000644256,8.00044,90.0004
2457,7,2466.48,0,8,90
2458,1,2596.97,-0.154637,7.97962,90.137
2458,2,2467.27,-225.166,8.00048,90.0001
2458,3,2467.27,225.166,8.00047,89.9999
2458,4,2467.47,-75.1514,7.92392,89.891
2458,5,2467.17,74.9999,8.00049,89.9999
2458,6,2337.27,-0.000649582,8.00044,90.0004
2458,7,2467.28,0,8,90
2459,1,2597.77,-0.156617,7.98054,90.1421
2459,2,2468.07,-225.166,8.00048,90.0001
2459,3,2468.07,225.166,8.00047,89.9999
2459,4,2468.26,-75.1499,7.92477,89.8894
2459,5,2467.97,74.9999,8.00049,89.9999
2459,6,2338.07,-0.000655122,8.00044,90.0004
2459,7,2468.08,0,8,90
2460,1,2598.57,-0.158666,7.98145,90.1471
2460,2,2468.87,-225.166,8.00048,90.0001
2460,3,2468.87,225.166,8.00047,89.9999
2460,4,2469.06,-75.1483,7.92563,89.888
2460,5,2468.77,74.9999,8.00049,89.9999
2460,6,2338.87,-0.000660768,8.00044,90.0004
2460,7,2468.88,0,8,90
2461,1,2599.36,-0.160782,7.98235,90.1519
2461,2,2469.67,-225.166,8.00048,90.0001
2461,3,2469.67,225.166,8.00047,89.9999
2461,4,2469.85,-75.1467,7.92647,89.8865
2461,5,2469.57,74.9999,8.00049,89.9999
2461,6,2339.67,-0.000666521,8.00044,90.0004
2461,7,2469.68,0,8,90
2462,1,2600.16,-0.162963,7.98324,90.1565
2462,2,2470.47,-225.166,8.00048,90.0001
2462,3,2470.47,225.166,8.00047,89.9999
2462,4,2470.64,-75.1452,7.92732,89.8852
2462,5,2470.37,74.9999,8.00049,89.9999
2462,6,2340.47,-0.00067238,8.00044,90.0004
2462,7,2470.48,0,8,90
2463,1,2600.96,-0.165205,7.98412,90.1609
2463,2,2471.27,-225.166,8.00048,90.0001
2463,3,2471.27,225.166,8.00047,89.9999
2463,4,2471.43,-75.1435,7.92817,89.8838
2463,5,2471.17,74.9999,8.00049,89.9999
2463,6,2341.27,-0.000678346,8.00044,90.0004
2463,7,2471.28,0,8,90
2464,1,2601.76,-0.167507,7.98498,90.1652
2464,2,2472.07,-225.166,8.00048,90.0001
2464,3,2472.07,225.166,8.00047,89.9999
2464,4,2472.23,-75.1419,7.92901,89.8826
2464,5,2471.97,74.9999,8.00049,89.9999
2464,6,2342.07,-0.000684418,8.00044,90.0004
2464,7,2472.08,0,8,90
2465,1,2602.56,-0.169867,7.98582,90.1693
2465,2,2472.87,-225.166,8.00048,90.0001
2465,3,2472.87,225.166,8.00047,89.9999
2465,4,2473.02,-75.1403,7.92985,89.8813
2465,5,2472.77,74.9999,8.00049,89.9999
2465,6,2342.87,-0.000690597,8.00044,90.0004
2465,7,2472.88,0,8,90
2466,1,2603.36,-0.172281,7.98666,90.1732
2466,2,2473.67,-225.166,8.00048,90.0001
2466,3,2473.67,225.166,8.00047,89.9999
2466,4,2473.81,-75.1386,7.93069,89.8802
2466,5,2473.57,74.9999,8.00049,89.9999
2466,6,2343.67,-0.000696883,8.00044,90.0005
2466,7,2473.68,0,8,90
2467,1,2604.15,-0.174747,7.98748,90.1769
2467,2,2474.47,-225.166,8.00048,90.0001
2467,3,2474.47,225.166,8.00047,89.9999
2467,4,2474.61,-75.1369,7.93152,89.8791
2467,5,2474.37,74.9999,8.00049,89.9999
2467,6,2344.47,-0.000703275,8.00046,90.0005
2467,7,2474.48,0,8,90
2468,1,2604.95,-0.177263,7.9883,90.1805
2468,2,2475.27,-225.166,8.00048,90.0001
2468,3,2475.27,225.166,8.00047,89.9999
2468,4,2475.4,-75.1353,7.93235,89.878
2468,5,2475.17,74.9999,8.00049,89.9999
2468,6,2345.27,-0.000709773,8.00046,90.0005
2468,7,2475.28,0,8,90
2469,1,2605.75,-0.179827,7.98909,90.1839
2469,2,2476.07,-225.166,8.00048,90.0001
2469,3,2476.07,225.166,8.00047,89.9999
2469,4,2476.19,-75.1336,7.93318,89.877
2469,5,2475.97,74.9999,8.00049,89.9999
2469,6,2346.07,-0.000716378,8.00046,90.0005
2469,7,2476.08,0,8,90
2470,1,2606.55,-0.182436,7.98988,90.1871
2470,2,2476.87,-225.166,8.00048,90.0001
2470,3,2476.87,225.166,8.00047,89.9999
2470,4,2476.99,-75.1318,7.93401,89.876
2470,5,2476.77,74.9999,8.00049,89.9999
2470,6,2346.87,-0.00072309,8.00046,90.0005
2470,7,2476.88,0,8,90
2471,1,2607.35,-0.185089,7.99065,90.1902
2471,2,2477.67,-225.166,8.00048,90.0001
2471,3,2477.67,225.166,8.00047,89.9999
2471,4,2477.78,-75.1301,7.93484,89.8751
2471,5,2477.57,74.9999,8.00049,89.9999
2471,6,2347.67,-0.000729908,8.00046,90.0005
2471,7,2477.68,0,8,90
2472,1,2608.15,-0.187781,7.99142,90.1931
2472,2,2478.47,-225.166,8.00048,90.0001
2472,3,2478.47,225.166,8.00047,89.9999
2472,4,2478.57,-75.1284,7.93566,89.8742
2472,5,2478.37,74.9999,8.00049,89.9999
2472,6,2348.47,-0.000736832,8.00046,90.0005
2472,7,2478.48,0,8,90
2473,1,2608.95,-0.190513,7.99217,90.1958
2473,2,2479.27,-225.166,8.00048,90.0001
2473,3,2479.27,225.166,8.00047,89.9999
2473,4,2479.37,-75.1266,7.93648,89.8734
2473,5,2479.17,74.9999,8.00049,89.9999
2473,6,2349.27,-0.000743864,8.00046,90.0005
2473,7,2479.28,0,8,90
2474,1,2609.75,-0.19328,7.9929,90.1984
2474,2,2480.07,-225.166,8.00048,90.0001
2474,3,2480.07,225.166,8.00047,89.9999
2474,4,2480.16,-75.1248,7.93729,89.8727
2474,5,2479.97,74.9999,8.00049,89.9999
2474,6,2350.07,-0.000751001,8.00046,90.0005
2474,7,2480.08,0,8,90
2475,1,2610.55,-0.196082,7.99363,90.2008
2475,2,2480.87,-225.166,8.00048,90.0001
2475,3,2480.87,225.166,8.00047,89.9999
2475,4,2480.95,-75.1231,7.9381,89.8719
2475,5,2480.77,74.9999,8.00049,89.9999
2475,6,2350.87,-0.000758245,8.00046,90.0005
2475,7,2480.88,0,8,90
2476,1,2611.35,-0.198915,7.99434,90.2031
2476,2,2481.67,-225.166,8.00048,90.0001
2476,3,2481.67,225.166,8.00047,89.9999
2476,4,2481.75,-75.1213,7.93891,89.8713
2476,5,2481.57,74.9999,8.00049,89.9999
2476,6,2351.67,-0.000765596,8.00046,90.0005
2476,7,2481.68,0,8,90
2477,1,2612.15,-0.201779,7.99505,90.2052
2477,2,2482.47,-225.166,8.00048,90.0001
2477,3,2482.47,225.166,8.00047,89.9999
2477,4,2482.54,-75.1195,7.93971,89.8706
2477,5,2482.37,74.9999,8.00049,89.9999
2477,6,2352.47,-0.000772947,8.00046,90.0005
2477,7,2482.48,0,8,90
2478,1,2612.95,-0.20467,7.99574,90.2072
2478,2,2483.27,-225.167,8.00048,90.0001
2478,3,2483.27,225.166,8.00047,89.9999
2478,4,2483.34,-75.1177,7.94052,89.8701
2478,5,2483.17,74.9999,8.00049,89.9999
2478,6,2353.27,-0.000780298,8.00046,90.0005
2478,7,2483.28,0,8,90
2479,1,2613.75,-0.207586,7.99642,90.209
2479,2,2484.07,-225.167,8.00048,90.0001
2479,3,2484.07,225.166,8.00047,89.9999
2479,4,2484.13,-75.1159,7.94131,89.8695
2479,5,2483.97,74.9999,8.00049,89.9999
2479,6,2354.07,-0.000787648,8.00046,90.0005
2479,7,2484.08,0,8,90
2480,1,2614.55,-0.210526,7.99708,90.2106
2480,2,2484.87,-225.167,8.00048,90.0001
2480,3,2484.87,225.166,8.00047,89.9999
2480,4,2484.92,-75.1141,7.94211,89.8691
2480,5,2484.77,74.9999,8.00049,89.9999
2480,6,2354.87,-0.000794999,8.00046,90.0005
2480,7,2484.88,0,8,90
2481,1,2615.35,-0.213487,7.99774,90.2121
2481,2,2485.67,-225.167,8.00048,90.0001
2481,3,2485.67,225.166,8.00047,89.9999
2481,4,2485.72,-75.1123,7.9429,89.8686
2481,5,2485.57,74.9999,8.00049,89.9999
2481,6,2355.67,-0.00080235,8.00046,90.0005
2481,7,2485.68,0,8,90
2482,1,2616.15,-0.216467,7.99838,90.2135
2482,2,2486.47,-225.167,8.00048,90.0001
2482,3,2486.47,225.166,8.00047,89.9999
2482,4,2486.51,-75.1104,7.94368,89.8682
2482,5,2486.37,74.9999,8.00049,89.9999
2482,6,2356.47,-0.000809701,8.00046,90.0005
2482,7,2486.48,0,8,90
2483,1,2616.95,-0.219465,7.99902,90.2147
2483,2,2487.27,-225.167,8.00048,90.0001
2483,3,2487.27,225.166,8.00049,89.9999
2483,4,2487.31,-75.1086,7.94447,89.8679
2483,5,2487.17,74.9999,8.00049,89.9999
2483,6,2357.27,-0.000817051,8.00046,90.0005
2483,7,2487.28,0,8,90
2484,1,2617.75,-0.222477,7.99964,90.2158
2484,2,2488.07,-225.167,8.00048,90.0001
2484,3,2488.07,225.166,8.00049,89.9999
2484,4,2488.1,-75.1068,7.94524,89.8676
2484,5,2487.97,74.9999,8.00049,89.9999
2484,6,2358.07,-0.000824402,8.00046,90.0005
2484,7,2488.08,0,8,90
2485,1,2618.55,-0.225504,8.00025,90.2167
2485,2,2488.87,-225.167,8.00048,90.0001
2485,3,2488.87,225.166,8.00049,89.9999
2485,4,2488.9,-75.1049,7.94602,89.8673
2485,5,2488.77,74.9999,8.00049,89.9999
2485,6,2358.87,-0.000831753,8.00046,90.0005
2485,7,2488.88,0,8,90
2486,1,2619.35,-0.228541,8.00085,90.2175
2486,2,2489.67,-225.167,8.00048,90.0001
2486,3,2489.67,225.166,8.00049,89.9999
2486,4,2489.69,-75.1031,7.94679,89.8671
2486,5,2489.57,74.9999,8.00049,89.9999
2486,6,2359.67,-0.000839104,8.00046,90.0005
2486,7,2489.68,0,8,90
2487,1,2620.15,-0.231589,8.00144,90.2182
2487,2,2490.47,-225.167,8.00048,90.0001
2487,3,2490.47,225.166,8.00049,89.9999
2487,4,2490.49,-75.1012,7.94756,89.8669
2487,5,2490.37,74.9999,8.00049,89.9999
2487,6,2360.47,-0.000846454,8.00046,90.0005
2487,7,2490.48,0,8,90
2488,1,2620.95,-0.234644,8.00202,90.2187
2488,2,2491.27,-225.167,8.00048,90.0001
2488,3,2491.27,225.166,8.00049,89.9999
2488,4,2491.28,-75.0994,7.94832,89.8668
2488,5,2491.17,74.9999,8.00049,89.9999
2488,6,2361.27,-0.000853805,8.00046,90.0005
2488,7,2491.28,0,8,90
2489,1,2621.75,-0.237705,8.00259,90.2191
2489,2,2492.07,-225.167,8.00048,90.0001
2489,3,2492.07,225.166,8.00049,89.9999
2489,4,2492.08,-75.0975,7.94907,89.8667
2489,5,2491.97,74.9999,8.00049,89.9999
2489,6,2362.07,-0.000861156,8.00046,90.0005
2489,7,2492.08,0,8,90
2490,1,2622.55,-0.24077,8.00315,90.2194
2490,2,2492.87,-225.167,8.00048,90.0001
2490,3,2492.87,225.166,8.00049,89.9999
2490,4,2492.87,-75.0957,7.94983,89.8667
2490,5,2492.77,74.9999,8.00049,89.9999
2490,6,2362.87,-0.000868507,8.00046,90.0005
2490,7,2492.88,0,8,90
2491,1,2623.35,-0.243837,8.0037,90.2196
2491,2,2493.67,-225.167,8.00048,90.0001
2491,3,2493.67,225.166,8.00049,89.9999
2491,4,2493.67,-75.0938,7.95058,89.8667
2491,5,2493.57,74.9999,8.00049,89.9999
2491,6,2363.67,-0.000875857,8.00046,90.0005
2491,7,2493.68,0,8,90
2492,1,2624.15,-0.246904,8.00423,90.2196
2492,2,2494.47,-225.167,8.00048,90.0001
2492,3,2494.47,225.166,8.00049,89.9999
2492,4,2494.46,-75.092,7.95132,89.8667
2492,5,2494.37,74.9999,8.00049,89.9999
2492,6,2364.47,-0.000883208,8.00046,90.0005
2492,7,2494.48,0,8,90
2493,1,2624.95,-0.249971,8.00476,90.2195
2493,2,2495.27,-225.167,8.00048,90.0001
2493,3,2495.27,225.166,8.00049,89.9999
2493,4,2495.26,-75.0901,7.95206,89.8668
2493,5,2495.17,74.9999,8.00049,89.9999
2493,6,2365.27,-0.000890559,8.00046,90.0005
2493,7,2495.28,0,8,90
2494,1,2625.75,-0.253034,8.00528,90.2193
2494,2,2496.07,-225.167,8.00048,90.0001
2494,3,2496.07,225.166,8.00049,89.9999
2494,4,2496.05,-75.0883,7.95279,89.8669
2494,5,2495.97,74.9999,8.00049,89.9999
2494,6,2366.07,-0.00089791,8.00046,90.0005
2494,7,2496.08,0,8,90
2495,1,2626.55,-0.256093,8.00578,90.2189
2495,2,2496.87,-225.167,8.00048,90.0001
2495,3,2496.87,225.166,8.00049,89.9999
2495,4,2496.85,-75.0864,7.95352,89.867
2495,5,2496.77,74.9999,8.00049,89.9999
2495,6,2366.87,-0.00090526,8.00046,90.0005
2495,7,2496.88,0,8,90
2496,1,2627.35,-0.259146,8.00628,90.2185
2496,2,2497.67,-225.167,8.0005,90.0001
2496,3,2497.67,225.166,8.00049,89.9999
2496,4,2497.64,-75.0846,7.95425,89.8672
2496,5,2497.57,74.9999,8.00049,89.9999
2496,6,2367.67,-0.000912611,8.00046,90.0005
2496,7,2497.68,0,8,90
2497,1,2628.15,-0.262191,8.00677,90.2179
2497,2,2498.47,-225.167,8.0005,90.0001
2497,3,2498.47,225.166,8.00049,89.9999
2497,4,2498.44,-75.0828,7.95497,89.8674
2497,5,2498.37,74.9999,8.00049,89.9999
2497,6,2368.47,-0.000919962,8.00046,90.0005
2497,7,2498.48,0,8,90
2498,1,2628.95,-0.265226,8.00724,90.2172
2498,2,2499.27,-225.167,8.0005,90.0001
2498,3,2499.27,225.166,8.00049,89.9999
2498,4,2499.23,-75.0809,7.95569,89.8677
2498,5,2499.17,74.9999,8.00049,89.9999
2498,6,2369.27,-0.000927313,8.00046,90.0005
2498,7,2499.28,0,8,90
2499,1,2629.75,-0.26825,8.00771,90.2164
2499,2,2500.07,-225.167,8.0005,90.0001
2499,3,2500.07,225.166,8.00049,89.9999
2499,4,2500.03,-75.0791,7.9564,89.868
2499,5,2499.97,74.9999,8.00049,89.9999
2499,6,2370.07,-0.000934663,8.00046,90.0005
2499,7,2500.08,0,8,90
2500,1,2630.55,-0.271262,8.00817,90.2155
2500,2,2500.87,-225.167,8.0005,90.0001
2500,3,2500.87,225.166,8.00049,89.9999
2500,4,2500.82,-75.0773,7.9571,89.8683
2500,5,2500.77,74.9999,8.00049,89.9999
2500,6,2370.87,-0.000942014,8.00046,90.0005
2500,7,2500.88,0,8,90
2501,1,2631.35,-0.27426,8.00862,90.2145
2501,2,2501.67,-225.167,8.0005,90.0001
2501,3,2501.67,225.166,8.00049,89.9999
2501,4,2501.62,-75.0754,7.95781,89.8687
2501,5,2501.57,74.9999,8.00049,89.9999
2501,6,2371.67,-0.000949258,8.00046,90.0005
2501,7,2501.68,0,8,90
2502,1,2632.15,-0.277243,8.00905,90.2134
2502,2,2502.47,-225.167,8.0005,90.0001
2502,3,2502.47,225.166,8.00049,89.9999
2502,4,2502.42,-75.0736,7.9585,89.8691
2502,5,2502.37,74.9999,8.00049,89.9999
2502,6,2372.47,-0.000956396,8.00046,90.0005
2502,7,2502.48,0,8,90
2503,1,2632.95,-0.280208,8.00948,90.2121
2503,2,2503.27,-225.167,8.0005,90.0001
2503,3,2503.27,225.166,8.00049,89.9999
2503,4,2503.21,-75.0718,7.95919,89.8695
2503,5,2503.17,74.9999,8.00049,89.9999
2503,6,2373.27,-0.000963427,8.00046,90.0005
2503,7,2503.28,0,8,90
2504,1,2633.76,-0.283155,8.0099,90.2108
2504,2,2504.07,-225.167,8.0005,90.0001
2504,3,2504.07,225.166,8.00049,89.9999
2504,4,2504.01,-75.07,7.95988,89.87
2504,5,2503.97,74.9999,8.00049,89.9999
2504,6,2374.07,-0.000970352,8.00046,90.0005
2504,7,2504.08,0,8,90
2505,1,2634.56,-0.286083,8.01031,90.2094
2505,2,2504.87,-225.167,8.0005,90.0001
2505,3,2504.87,225.166,8.00049,89.9999
2505,4,2504.8,-75.0682,7.96056,89.8705
2505,5,2504.77,74.9999,8.00049,89.9999
2505,6,2374.87,-0.00097717,8.00046,90.0005
2505,7,2504.88,0,8,90
2506,1,2635.36,-0.288989,8.01071,90.2079
2506,2,2505.67,-225.167,8.0005,90.0001
2506,3,2505.67,225.166,8.00049,89.9999
2506,4,2505.6,-75.0664,7.96124,89.871
2506,5,2505.57,74.9999,8.00049,89.9999
2506,6,2375.67,-0.000983882,8.00046,90.0005
2506,7,2505.68,0,8,90
2507,1,2636.16,-0.291873,8.01111,90.2063
2507,2,2506.47,-225.167,8.0005,90.0001
2507,3,2506.47,225.166,8.00049,89.9999
2507,4,2506.4,-75.0646,7.96191,89.8716
2507,5,2506.37,74.9999,8.00049,89.9999
2507,6,2376.47,-0.000990487,8.00046,90.0005
2507,7,2506.48,0,8,90
2508,1,2636.96,-0.294734,8.01149,90.2046
2508,2,2507.27,-225.167,8.0005,90.0001
2508,3,2507.27,225.166,8.00049,89.9999
2508,4,2507.19,-75.0628,7.96258,89.8722
2508,5,2507.17,74.9999,8.00049,89.9999
2508,6,2377.27,-0.000996985,8.00046,90.0005
2508,7,2507.28,0,8,90
2509,1,2637.76,-0.297569,8.01186,90.2028
2509,2,2508.07,-225.167,8.0005,90.0001
2509,3,2508.07,225.166,8.00049,89.9999
2509,4,2507.99,-75.0611,7.96324,89.8728
2509,5,2507.97,74.9999,8.00049,89.9999
2509,6,2378.07,-0.00100338,8.00046,90.0005
2509,7,2508.08,0,8,90
2510,1,2638.56,-0.300378,8.01223,90.2009
2510,2,2508.87,-225.167,8.0005,90.0001
2510,3,2508.87,225.166,8.00049,89.9999
2510,4,2508.79,-75.0593,7.96389,89.8735
2510,5,2508.77,74.9999,8.00049,89.9999
2510,6,2378.87,-0.00100966,8.00046,90.0005
2510,7,2508.88,0,8,90
2511,1,2639.36,-0.30316,8.01259,90.1989
2511,2,2509.67,-225.167,8.0005,90.0001
2511,3,2509.67,225.166,8.00049,89.9999
2511,4,2509.58,-75.0576,7.96454,89.8741
2511,5,2509.57,74.9999,8.00049,89.9999
2511,6,2379.67,-0.00101584,8.00046,90.0004
2511,7,2509.68,0,8,90
2512,1,2640.16,-0.305914,8.01293,90.1969
2512,2,2510.47,-225.167,8.0005,90.0001
2512,3,2510.47,225.166,8.00049,89.9999
2512,4,2510.38,-75.0558,7.96519,89.8749
2512,5,2510.37,74.9999,8.00049,89.9999
2512,6,2380.47,-0.00102191,8.00046,90.0004
2512,7,2510.48,0,8,90
2513,1,2640.97,-0.308637,8.01327,90.1947
2513,2,2511.27,-225.167,8.0005,90.0001
2513,3,2511.27,225.166,8.00049,89.9999
2513,4,2511.18,-75.0541,7.96583,89.8756
2513,5,2511.17,74.9999,8.00049,89.9999
2513,6,2381.27,-0.00102788,8.00046,90.0004
2513,7,2511.28,0,8,90
2514,1,2641.77,-0.31133,8.01361,90.1925
2514,2,2512.07,-225.167,8.0005,90.0001
2514,3,2512.07,225.166,8.00049,89.9999
2514,4,2511.97,-75.0524,7.96646,89.8764
2514,5,2511.97,74.9999,8.00049,89.9999
2514,6,2382.07,-0.00103374,8.00046,90.0004
2514,7,2512.08,0,8,90
2515,1,2642.57,-0.313991,8.01393,90.1902
2515,2,2512.87,-225.167,8.0005,90.0001
2515,3,2512.87,225.166,8.00049,89.9999
2515,4,2512.77,-75.0507,7.96709,89.8772
2515,5,2512.77,74.9999,8.00049,89.9999
2515,6,2382.87,-0.00103949,8.00046,90.0004
2515,7,2512.88,0,8,90
2516,1,2643.37,-0.316619,8.01424,90.1879
2516,2,2513.67,-225.167,8.0005,90.0001
2516,3,2513.67,225.166,8.00049,89.9999
2516,4,2513.57,-75.049,7.96772,89.878
2516,5,2513.57,74.9999,8.00049,89.9999
2516,6,2383.67,-0.00104514,8.00046,90.0004
2516,7,2513.68,0,8,90
2517,1,2644.17,-0.319213,8.01455,90.1854
2517,2,2514.47,-225.167,8.0005,90.0001
2517,3,2514.47,225.166,8.00049,89.9999
2517,4,2514.36,-75.0473,7.96834,89.8788
2517,5,2514.37,74.9999,8.00049,89.9999
2517,6,2384.47,-0.00105068,8.00046,90.0004
2517,7,2514.48,0,8,90
2518,1,2644.97,-0.321772,8.01485,90.1829
2518,2,2515.27,-225.167,8.0005,90.0001
2518,3,2515.27,225.166,8.00049,89.9999
2518,4,2515.16,-75.0456,7.96895,89.8797
2518,5,2515.17,74.9999,8.00049,89.9999
2518,6,2385.27,-0.00105611,8.00046,90.0004
2518,7,2515.28,0,8,90
2519,1,2645.77,-0.324296,8.01514,90.1804
2519,2,2516.07,-225.167,8.0005,90.0001
2519,3,2516.07,225.166,8.00049,89.9999
2519,4,2515.96,-75.044,7.96956,89.8806
2519,5,2515.97,74.9999,8.00049,89.9999
2519,6,2386.07,-0.00106144,8.00046,90.0004
2519,7,2516.08,0,8,90
2520,1,2646.58,-0.326782,8.01542,90.1777
2520,2,2516.87,-225.167,8.0005,90.0001
2520,3,2516.87,225.166,8.00049,89.9999
2520,4,2516.75,-75.0423,7.97016,89.8815
2520,5,2516.77,74.9999,8.00049,89.9999
2520,6,2386.87,-0.00106666,8.00046,90.0004
2520,7,2516.88,0,8,90
2521,1,2647.38,-0.329231,8.0157,90.175
2521,2,2517.67,-225.167,8.0005,90.0001
2521,3,2517.67,225.166,8.00049,89.9999
2521,4,2517.55,-75.0407,7.97076,89.8824
2521,5,2517.57,74.9999,8.00049,89.9999
2521,6,2387.67,-0.00107177,8.00046,90.0004
2521,7,2517.68,0,8,90
2522,1,2648.18,-0.331641,8.01597,90.1723
2522,2,2518.47,-225.167,8.0005,90.0001
2522,3,2518.47,225.166,8.00049,89.9999
2522,4,2518.35,-75.039,7.97135,89.8834
2522,5,2518.37,74.9999,8.00049,89.9999
2522,6,2388.47,-0.00107678,8.00046,90.0004
2522,7,2518.48,0,8,90
2523,1,2648.98,-0.334011,8.01623,90.1694
2523,2,2519.27,-225.167,8.0005,90.0001
2523,3,2519.27,225.166,8.00049,89.9999
2523,4,2519.14,-75.0374,7.97194,89.8844
2523,5,2519.17,74.9999,8.00049,89.9999
2523,6,2389.27,-0.00108168,8.00046,90.0004
2523,7,2519.28,0,8,90
2524,1,2649.78,-0.336341,8.01648,90.1665
2524,2,2520.07,-225.167,8.0005,90.0001
2524,3,2520.07,225.166,8.00049,89.9999
2524,4,2519.94,-75.0358,7.97252,89.8854
2524,5,2519.97,74.9999,8.00049,89.9999
2524,6,2390.07,-0.00108647,8.00046,90.0003
2524,7,2520.08,0,8,90
2525,1,2650.58,-0.33863,8.01672,90.1636
2525,2,2520.87,-225.167,8.0005,90.0001
2525,3,2520.87,225.166,8.00049,89.9999
2525,4,2520.74,-75.0343,7.9731,89.8864
2525,5,2520.77,74.9999,8.00049,89.9999
2525,6,2390.87,-0.00109116,8.00046,90.0003
2525,7,2520.88,0,8,90
2526,1,2651.39,-0.340877,8.01696,90.1606
2526,2,2521.67,-225.167,8.0005,90.0001
2526,3,2521.67,225.166,8.00049,89.9999
2526,4,2521.54,-75.0327,7.97367,89.8875
2526,5,2521.57,74.9999,8.00049,89.9999
2526,6,2391.67,-0.00109574,8.00046,90.0003
2526,7,2521.68,0,8,90
2527,1,2652.19,-0.343081,8.01719,90.1575
2527,2,2522.47,-225.167,8.0005,90.0001
2527,3,2522.47,225.166,8.00049,89.9999
2527,4,2522.33,-75.0311,7.97423,89.8885
2527,5,2522.37,74.9999,8.00049,89.9999
2527,6,2392.47,-0.00110022,8.00046,90.0003
2527,7,2522.48,0,8,90
2528,1,2652.99,-0.345242,8.01742,90.1544
2528,2,2523.27,-225.167,8.0005,90.0001
2528,3,2523.27,225.166,8.00049,89.9999
2528,4,2523.13,-75.0296,7.97479,89.8896
2528,5,2523.17,74.9999,8.00049,89.9999
2528,6,2393.27,-0.00110458,8.00046,90.0003
2528,7,2523.28,0,8,90
2529,1,2653.79,-0.347359,8.01763,90.1513
2529,2,2524.07,-225.167,8.0005,90.0001
2529,3,2524.07,225.166,8.00049,89.9999
2529,4,2523.93,-75.0281,7.97534,89.8907
2529,5,2523.97,74.9999,8.00049,89.9999
2529,6,2394.07,-0.00110884,8.00046,90.0003
2529,7,2524.08,0,8,90
2530,1,2654.59,-0.349432,8.01784,90.1481
2530,2,2524.87,-225.167,8.0005,90.0001
2530,3,2524.87,225.166,8.00049,89.9999
2530,4,2524.73,-75.0266,7.97589,89.8918
2530,5,2524.77,74.9999,8.00049,89.9999
2530,6,2394.87,-0.001113,8.00046,90.0003
2530,7,2524.88,0,8,90
2531,1,2655.39,-0.351458,8.01805,90.1448
2531,2,2525.67,-225.167,8.0005,90.0001
2531,3,2525.67,225.166,8.00049,89.9999
2531,4,2525.52,-75.0251,7.97644,89.893
2531,5,2525.57,74.9999,8.00049,89.9999
2531,6,2395.67,-0.00111705,8.00046,90.0003
2531,7,2525.68,0,8,90
2532,1,2656.2,-0.353439,8.01824,90.1415
2532,2,2526.47,-225.167,8.0005,90.0001
2532,3,2526.47,225.166,8.00049,89.9999
2532,4,2526.32,-75.0236,7.97697,89.8941
2532,5,2526.37,74.9999,8.00049,89.9999
2532,6,2396.47,-0.00112099,8.00046,90.0003
2532,7,2526.48,0,8,90
2533,1,2657,-0.355373,8.01843,90.1382
2533,2,2527.27,-225.167,8.0005,90.0001
2533,3,2527.27,225.166,8.00049,89.9999
2533,4,2527.12,-75.0222,7.97751,89.8953
2533,5,2527.17,74.9999,8.00049,89.9999
2533,6,2397.27,-0.00112482,8.00046,90.0003
2533,7,2527.28,0,8,90
2534,1,2657.8,-0.35726,8.01861,90.1348
2534,2,2528.07,-225.167,8.0005,90.0001
2534,3,2528.07,225.166,8.00049,89.9999
2534,4,2527.92,-75.0207,7.97803,89.8965
2534,5,2527.97,74.9999,8.00049,89.9999
2534,6,2398.07,-0.00112855,8.00046,90.0003
2534,7,2528.08,0,8,90
2535,1,2658.6,-0.3591,8.01879,90.1314
2535,2,2528.87,-225.167,8.0005,90.0001
2535,3,2528.87,225.166,8.00049,89.9999
2535,4,2528.72,-75.0193,7.97855,89.8977
2535,5,2528.77,74.9999,8.00049,89.9999
2535,6,2398.87,-0.00113217,8.00046,90.0003
2535,7,2528.88,0,8,90
2536,1,2659.4,-0.360891,8.01896,90.128
